carrier_id,firm_id,depot_zone,contract_firms,depot_lower,depot_upper,depot_time_before,depot_time_after,c_x,c_y,true_depot_zone,md_D,md_E,hdt_D,hdt_E,hdv_D,hdv_E,ev_type
B2B_872501_1_30hdt_D,B2B_872501_1_30,3857.0,['872501_1_30'],520,1440,25,25,-122.2971740988202,48.26093847023758,3382.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_878111_1_31md_D,B2B_878111_1_31,2388.0,['878111_1_31'],400,1440,20,5,-122.54811368396324,47.81696816492937,2388.0,28.0,0,0.0,0,26.0,0.0,Battery Electric
B2B_878111_1_31hdv_D,B2B_878111_1_31,2388.0,['878111_1_31'],400,1440,20,5,-122.54811368396324,47.81696816492937,2388.0,28.0,0,0.0,0,26.0,0.0,Battery Electric
B2B_878117_1_32md_D,B2B_878117_1_32,2403.0,['878117_1_32'],750,1440,15,25,-122.683592364962,47.670571844522925,2403.0,26.0,0,0.0,0,0.0,0.0,Battery Electric
B2B_21567441_0hdt_D,B2B_21567441_0,3249.0,['8396528_1'],510,1440,25,10,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21567691_1hdt_D,B2B_21567691_1,3249.0,['8396528_1'],610,1440,35,10,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21567721_2hdt_D,B2B_21567721_2,3249.0,['8396528_1'],450,1440,30,30,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21568251_3hdt_D,B2B_21568251_3,3249.0,['8396528_1'],440,1440,35,25,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21568291_4hdt_D,B2B_21568291_4,3249.0,"['8396528_1', '8396528_1']",250,1440,5,25,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21568511_5hdt_D,B2B_21568511_5,3249.0,['8396528_1'],430,1440,20,35,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21568651_6hdt_D,B2B_21568651_6,3249.0,['8396528_1'],550,1440,35,5,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21568711_7hdt_D,B2B_21568711_7,3249.0,['8396528_1'],700,1440,30,35,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21568901_8hdt_D,B2B_21568901_8,3249.0,['8396528_1'],460,1440,20,35,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21569001_9hdt_D,B2B_21569001_9,3249.0,['8396528_1'],380,1440,35,30,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21571291_10hdt_D,B2B_21571291_10,3249.0,['786773_1'],700,1440,5,5,-122.20981561308568,46.79960290846447,20012.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21753501_11hdt_D,B2B_21753501_11,3248.0,['992574_1'],480,1440,5,15,-122.22687900228613,46.7689413928168,4992.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21753601_12hdt_D,B2B_21753601_12,3205.0,['841346_1'],360,1440,35,25,-122.3834825564397,46.88687391044784,5064.0,0.0,0,35.0,0,0.0,0.0,Battery Electric
B2B_21807061_13hdt_D,B2B_21807061_13,1624.0,['710144_1'],430,1440,15,35,-122.14964101132348,47.602554053301525,1624.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21807061_14hdt_D,B2B_21807061_14,1624.0,['882101_1'],390,1440,5,20,-122.14964101132348,47.602554053301525,1624.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21807211_15hdt_D,B2B_21807211_15,1801.0,['882101_1'],540,1440,35,5,-122.3047811230936,47.49550227308243,1801.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21807331_16hdt_D,B2B_21807331_16,987.0,['882101_1'],690,1440,25,30,-122.3770906461197,47.69071920918916,987.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21807661_17hdt_D,B2B_21807661_17,2494.0,"['780083_1', '882101_1']",800,1440,15,30,-122.59610381862292,47.49379831664609,2494.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21807741_18hdt_D,B2B_21807741_18,3175.0,['882101_1'],760,1440,5,10,-122.7947734076526,47.350331362967125,2645.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21808661_19hdt_D,B2B_21808661_19,3443.0,['782124_1'],610,1440,10,10,-122.21160990680208,47.93653515624336,3443.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21808831_20hdt_D,B2B_21808831_20,3517.0,['856600_1'],890,1440,25,5,-122.2593550489333,47.882707946487535,3517.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21847831_21hdt_D,B2B_21847831_21,3249.0,['8396528_1'],380,1440,10,25,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21847991_22hdt_D,B2B_21847991_22,3249.0,['8396528_1'],530,1440,5,30,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21848161_23hdt_D,B2B_21848161_23,3249.0,['8396528_1'],430,1440,30,35,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21848571_24hdt_D,B2B_21848571_24,3249.0,['8396528_1'],720,1440,25,20,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21848751_25hdt_D,B2B_21848751_25,3249.0,['8396528_1'],470,1440,20,20,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_21849521_26hdt_D,B2B_21849521_26,3249.0,['786773_1'],490,1440,35,15,-122.20981561308568,46.79960290846447,20012.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21850041_27hdt_D,B2B_21850041_27,3249.0,['845299_1'],560,1440,25,20,-122.20981561308568,46.79960290846447,20012.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_21999981_28hdt_D,B2B_21999981_28,3895.0,['841546_1'],450,1440,15,25,-121.41045972046028,48.1863463367089,20067.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_22053171_29hdt_D,B2B_22053171_29,3248.0,"['Vancouver, WA']",580,1440,25,5,-122.22687900228613,46.7689413928168,5704.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_22053841_30hdt_D,B2B_22053841_30,3248.0,"['Portland, OR']",470,1440,10,20,-122.22687900228613,46.7689413928168,5701.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_22118831_31hdt_D,B2B_22118831_31,3711.0,['831981_1'],610,1440,15,30,-122.1598549580286,47.94925686020619,899.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22118911_32hdt_D,B2B_22118911_32,1102.0,"['776065_1', '856600_1']",190,1440,25,5,-122.34768467374744,47.65746346419548,1102.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22119081_33hdt_D,B2B_22119081_33,1144.0,['729376_1'],570,1440,30,5,-122.3787195978581,47.638156244948256,1144.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22119081_34hdt_D,B2B_22119081_34,1144.0,"['882101_1', '882101_1']",430,1440,15,15,-122.3787195978581,47.638156244948256,1144.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22119451_35hdt_D,B2B_22119451_35,1909.0,['776065_1'],450,1440,25,30,-122.23459664803244,47.39776112708042,1909.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22119551_36hdt_D,B2B_22119551_36,1191.0,['8053972_1'],400,1440,5,10,-122.35749866160629,47.62020833184803,1191.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22119551_37hdt_D,B2B_22119551_37,1191.0,"['842036_1', '878109_1']",580,1440,30,20,-122.35749866160629,47.62020833184803,1191.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22119971_38hdt_D,B2B_22119971_38,1099.0,['8053972_1'],400,1440,5,5,-122.35602685458292,47.65598890875043,1099.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22120181_39hdt_D,B2B_22120181_39,1174.0,['8053972_1'],350,1440,30,5,-122.34171358903016,47.6293189260632,1174.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22120211_40hdt_D,B2B_22120211_40,1841.0,"['882101_1', '882101_1']",560,1440,30,10,-122.30005462513483,47.46521316726849,1841.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22120341_41hdt_D,B2B_22120341_41,1133.0,"['882101_1', '882101_1']",410,1440,30,20,-122.4209990086642,47.65304828307856,1133.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22120381_42hdt_D,B2B_22120381_42,1367.0,['882101_1'],480,1440,30,5,-122.33660573343292,47.53319697701802,1367.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22120841_43hdt_D,B2B_22120841_43,1256.0,['882101_1'],910,1440,20,30,-122.26674271211289,47.5997333393729,1256.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22120991_44hdt_D,B2B_22120991_44,2382.0,"['882101_1', '882101_1', '882101_1']",570,1440,25,30,-122.65600892820277,47.56491878505782,2382.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22121221_45hdt_D,B2B_22121221_45,3175.0,['780083_1'],240,1440,5,30,-122.7947734076526,47.350331362967125,2645.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_22122671_46hdt_D,B2B_22122671_46,3157.0,['780083_1'],410,1440,25,10,-122.59313750906536,47.26135245223677,3157.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22123251_47hdt_D,B2B_22123251_47,3516.0,"['856600_1', '856600_1']",410,1440,20,5,-122.27278097832028,47.8693420967216,3516.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22123851_48hdt_D,B2B_22123851_48,3248.0,['765591_1'],790,1440,5,20,-122.22687900228613,46.7689413928168,473.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22125581_49hdt_D,B2B_22125581_49,2386.0,['831981_1'],550,1440,10,20,-122.5470330266441,47.89261841166224,915.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22125841_50hdt_D,B2B_22125841_50,3895.0,"['Oroville, WA']",490,1440,30,10,-121.41045972046028,48.1863463367089,2702.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22144891_51hdt_D,B2B_22144891_51,3249.0,['8396528_1'],450,1440,10,15,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_22144921_52hdt_D,B2B_22144921_52,3249.0,['8396528_1'],500,1440,35,20,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_22145051_53hdt_D,B2B_22145051_53,3249.0,['8396528_1'],480,1440,25,30,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_22145141_54hdt_D,B2B_22145141_54,3249.0,['8396528_1'],450,1440,5,5,-122.20981561308568,46.79960290846447,20011.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_22170501_55hdt_D,B2B_22170501_55,3895.0,['841546_1'],410,1440,5,10,-121.41045972046028,48.1863463367089,20067.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22195071_56hdt_D,B2B_22195071_56,2478.0,"['780083_1', '831981_1']",500,1440,30,5,-122.5946421543159,47.56630143679526,2478.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22195071_57hdt_D,B2B_22195071_57,2478.0,"['856600_1', '856600_1', '882101_1']",750,1440,35,5,-122.5946421543159,47.56630143679526,2478.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22206711_58hdt_D,B2B_22206711_58,3249.0,['8396528_1'],580,1440,20,30,-122.20981561308568,46.79960290846447,20011.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22206831_59hdt_D,B2B_22206831_59,3249.0,['8396528_1'],850,1440,25,15,-122.20981561308568,46.79960290846447,20011.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22206931_60hdt_D,B2B_22206931_60,3249.0,['8396528_1'],480,1440,25,10,-122.20981561308568,46.79960290846447,20011.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22207331_61hdt_D,B2B_22207331_61,3249.0,['8396528_1'],700,1440,30,5,-122.20981561308568,46.79960290846447,20011.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22207381_62hdt_D,B2B_22207381_62,3249.0,['8396528_1'],550,1440,30,5,-122.20981561308568,46.79960290846447,20011.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22207761_63hdt_D,B2B_22207761_63,3249.0,['8396528_1'],810,1440,5,35,-122.20981561308568,46.79960290846447,20011.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22207781_64hdt_D,B2B_22207781_64,3249.0,['8396528_1'],550,1440,15,5,-122.20981561308568,46.79960290846447,20011.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22250211_65hdt_D,B2B_22250211_65,3248.0,"['Portland, OR']",270,1440,30,20,-122.22687900228613,46.7689413928168,5772.0,0.0,0,31.0,0,0.0,0.0,Battery Electric
B2B_22250321_66hdt_D,B2B_22250321_66,3248.0,['853930_1'],440,1440,35,35,-122.22687900228613,46.7689413928168,5599.0,0.0,0,31.0,0,0.0,0.0,Battery Electric
B2B_22250521_67hdt_D,B2B_22250521_67,3248.0,['841346_1'],470,1440,30,20,-122.22687900228613,46.7689413928168,5987.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22262861_68hdt_D,B2B_22262861_68,3455.0,['831981_1'],440,1440,10,30,-122.30749765576212,47.93852013116083,901.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22262881_69hdt_D,B2B_22262881_69,1348.0,['882101_1'],770,1440,15,20,-122.31000555712768,47.54199707193121,1348.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22263491_70hdt_D,B2B_22263491_70,1739.0,['774506_1'],580,1440,25,15,-122.20248289324132,47.470242193704095,1739.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22263601_71hdt_D,B2B_22263601_71,2421.0,['782124_1'],390,1440,30,25,-122.54544233604364,47.64165847678818,2421.0,0.0,0,33.0,0,0.0,0.0,Battery Electric
B2B_22264321_72hdt_D,B2B_22264321_72,2386.0,['856600_1'],460,1440,15,25,-122.5470330266441,47.89261841166224,917.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22285791_73hdt_D,B2B_22285791_73,3249.0,['8396528_1'],640,1440,30,5,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22285901_74hdt_D,B2B_22285901_74,3249.0,['8396528_1'],400,1440,10,5,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22285921_75hdt_D,B2B_22285921_75,3249.0,['8396528_1'],660,1440,35,25,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22286011_76hdt_D,B2B_22286011_76,3249.0,['8396528_1'],540,1440,20,20,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22286111_77hdt_D,B2B_22286111_77,3249.0,['8396528_1'],670,1440,35,15,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22286141_78hdt_D,B2B_22286141_78,3249.0,['8396528_1'],690,1440,10,15,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22286211_79hdt_D,B2B_22286211_79,3249.0,['8396528_1'],40,1440,5,25,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22286241_80hdt_D,B2B_22286241_80,3249.0,['8396528_1'],470,1440,25,35,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22286331_81hdt_D,B2B_22286331_81,3249.0,['8396528_1'],500,1440,15,20,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22286461_82hdt_D,B2B_22286461_82,3249.0,['8396528_1'],440,1440,20,30,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22286471_83hdt_D,B2B_22286471_83,3249.0,['8396528_1'],520,1440,15,35,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22286651_84hdt_D,B2B_22286651_84,3249.0,['8396528_1'],630,1440,35,25,-122.20981561308568,46.79960290846447,20011.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22319211_85hdt_D,B2B_22319211_85,2128.0,['841013_1'],690,1440,25,20,-121.47570027834682,47.10458526658929,20033.0,0.0,0,29.0,0,0.0,0.0,Battery Electric
B2B_22407901_86hdt_D,B2B_22407901_86,3895.0,['841546_1'],730,1440,20,25,-121.41045972046028,48.1863463367089,20067.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22461261_87hdt_D,B2B_22461261_87,3248.0,['6675659_1'],500,1440,25,5,-122.22687900228613,46.7689413928168,5284.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
B2B_22462511_88hdt_D,B2B_22462511_88,2912.0,['768752_1'],530,1440,30,20,-121.57154802106145,47.06787442561271,20095.0,0.0,0,27.0,0,0.0,0.0,Battery Electric
