payloadId,sequenceRank,tourId,payloadType,weightInlb,cummulativeWeightInlb,requestType,locationZone,estimatedTimeOfArrivalInSec,arrivalTimeWindowInSec_lower,arrivalTimeWindowInSec_upper,operationDurationInSec,locationZone_x,locationZone_y,true_locationZone,BuyerNAICS,SellerNAICS,truck_mode
food_9,1,9,5,-7,0,3,2355.0,73083,25200,79200,480,-122.62749076638187,47.59288910807447,2355.0,NA,NA,ondemand
food_10,0,10,5,8,8,3,2373.0,63780,25200,79200,300,-122.692197,47.595701,2373.0,NA,NA,ondemand
food_10,1,10,5,-8,0,3,2357.0,64576,25200,79200,300,-122.62104129606733,47.58384844889686,2357.0,NA,NA,ondemand
food_11,0,11,5,7,7,3,2405.0,48840,25200,79200,720,-122.6504911,47.746651,2405.0,NA,NA,ondemand
food_11,1,11,5,-7,0,3,2358.0,50865,25200,79200,120,-122.62483176265329,47.577230423335834,2358.0,NA,NA,ondemand
food_12,0,12,5,0,0,3,1819.0,51000,25200,79200,360,-122.459932,47.4501706,1819.0,NA,NA,ondemand
food_12,1,12,5,0,0,3,2358.0,52998,25200,79200,540,-122.6313121677715,47.580457292574174,2358.0,NA,NA,ondemand
food_13,0,13,5,4,4,3,1819.0,67020,25200,79200,300,-122.459932,47.4501706,1819.0,NA,NA,ondemand
food_13,1,13,5,-4,0,3,2358.0,68958,25200,79200,300,-122.62673977788018,47.57806776224996,2358.0,NA,NA,ondemand
food_14,0,14,5,7,7,3,2405.0,58800,25200,79200,480,-122.6488619,47.735734,2405.0,NA,NA,ondemand
food_14,1,14,5,-7,0,3,2358.0,60585,25200,79200,300,-122.6176282107178,47.57969231904485,2358.0,NA,NA,ondemand
food_15,0,15,5,7,7,3,2454.0,38400,25200,79200,420,-122.6282457,47.626619,2454.0,NA,NA,ondemand
food_15,1,15,5,-7,0,3,2359.0,39425,25200,79200,300,-122.60516244291534,47.5645894850108,2359.0,NA,NA,ondemand
food_16,0,16,5,6,6,3,2492.0,65100,25200,79200,420,-122.6267201,47.5046312,2492.0,NA,NA,ondemand
food_16,1,16,5,-6,0,3,2359.0,66327,25200,79200,540,-122.60877616064553,47.56515668210499,2359.0,NA,NA,ondemand
food_17,0,17,5,2,2,3,2427.0,39300,25200,79200,480,-122.6949699,47.6454416,2427.0,NA,NA,ondemand
food_17,1,17,5,-2,0,3,2359.0,41022,25200,79200,480,-122.61204289989709,47.56887027929057,2359.0,NA,NA,ondemand
food_18,0,18,5,8,8,3,2370.0,63300,25200,79200,720,-122.6799945,47.5696302,2370.0,NA,NA,ondemand
food_18,1,18,5,-8,0,3,2360.0,64804,25200,79200,300,-122.61124466485025,47.586605948760464,2360.0,NA,NA,ondemand
food_19,0,19,5,2,2,3,2382.0,55620,25200,79200,900,-122.6535759,47.5642751,2382.0,NA,NA,ondemand
food_19,1,19,5,-2,0,3,2361.0,56973,25200,79200,120,-122.60450737790664,47.58418207098251,2361.0,NA,NA,ondemand
food_20,0,20,5,1,1,3,2458.0,57000,25200,79200,900,-122.629459,47.608943,2458.0,NA,NA,ondemand
food_20,1,20,5,-1,0,3,2361.0,58293,25200,79200,360,-122.5885240594441,47.58951417896917,2361.0,NA,NA,ondemand
food_21,0,21,5,3,3,3,2353.0,40200,25200,79200,720,-122.6299001,47.5905253,2353.0,NA,NA,ondemand
food_21,1,21,5,-3,0,3,2361.0,41168,25200,79200,540,-122.58942587243641,47.581223537715395,2361.0,NA,NA,ondemand
food_22,0,22,5,0,0,3,2398.0,72000,25200,79200,720,-122.706063,47.6894957,2398.0,NA,NA,ondemand
food_22,1,22,5,0,0,3,2362.0,74190,25200,79200,540,-122.63120456751754,47.57867210902115,2362.0,NA,NA,ondemand
food_23,0,23,5,0,0,3,2378.0,73800,25200,79200,1020,-122.6720852,47.5678713,2378.0,NA,NA,ondemand
food_23,1,23,5,0,0,3,2362.0,75262,25200,79200,120,-122.63080722777465,47.57113579704765,2362.0,NA,NA,ondemand
food_24,0,24,5,0,0,3,2378.0,71400,25200,79200,300,-122.6681746,47.5589243,2378.0,NA,NA,ondemand
food_24,1,24,5,0,0,3,2362.0,72142,25200,79200,180,-122.62498592749377,47.566665286811336,2362.0,NA,NA,ondemand
food_25,0,25,5,9,9,3,2378.0,61860,25200,79200,540,-122.6720852,47.5678713,2378.0,NA,NA,ondemand
food_25,1,25,5,-9,0,3,2362.0,62842,25200,79200,120,-122.62615731381484,47.573716597165436,2362.0,NA,NA,ondemand
food_26,0,26,5,7,7,3,2374.0,73800,25200,79200,600,-122.6845576,47.5671051,2374.0,NA,NA,ondemand
food_26,1,26,5,-7,0,3,2362.0,74691,25200,79200,540,-122.62786444183828,47.57722743035165,2362.0,NA,NA,ondemand
food_27,0,27,5,5,5,3,2376.0,61140,25200,79200,420,-122.7080379,47.5825695,2376.0,NA,NA,ondemand
food_27,1,27,5,-5,0,3,2363.0,62361,25200,79200,480,-122.63473646565654,47.567791960607074,2363.0,NA,NA,ondemand
food_28,0,28,5,9,9,3,2376.0,72900,25200,79200,1020,-122.7034607,47.5797305,2376.0,NA,NA,ondemand
food_28,1,28,5,-9,0,3,2363.0,74721,25200,79200,480,-122.62977718866023,47.565856955542685,2363.0,NA,NA,ondemand
food_29,0,29,5,7,7,3,2362.0,38400,25200,79200,660,-122.624985,47.5646364,2362.0,NA,NA,ondemand
food_29,1,29,5,-7,0,3,2363.0,39216,25200,79200,180,-122.63168816992244,47.571059809936756,2363.0,NA,NA,ondemand
food_30,0,30,5,7,7,3,2358.0,69180,25200,79200,900,-122.626949,47.5805311,2358.0,NA,NA,ondemand
food_30,1,30,5,-7,0,3,2364.0,70557,25200,79200,480,-122.65069656962287,47.58395139445893,2364.0,NA,NA,ondemand
food_31,0,31,5,8,8,3,2427.0,63780,25200,79200,480,-122.6955462,47.6497337,2427.0,NA,NA,ondemand
food_31,1,31,5,-8,0,3,2364.0,65110,25200,79200,120,-122.65363448467036,47.5864284339989,2364.0,NA,NA,ondemand
food_32,0,32,5,3,3,3,2362.0,60900,25200,79200,960,-122.6257043,47.5636389,2362.0,NA,NA,ondemand
food_32,1,32,5,-3,0,3,2365.0,62257,25200,79200,480,-122.65692326089443,47.576681690604744,2365.0,NA,NA,ondemand
food_33,0,33,5,3,3,3,2449.0,65520,25200,79200,1020,-122.6493302,47.6325267,2449.0,NA,NA,ondemand
food_33,1,33,5,-3,0,3,2367.0,67404,25200,79200,480,-122.64765833776707,47.583755873330446,2367.0,NA,NA,ondemand
food_34,0,34,5,6,6,3,2451.0,43980,25200,79200,1020,-122.629386,47.625438,2451.0,NA,NA,ondemand
food_34,1,34,5,-6,0,3,2369.0,45858,25200,79200,120,-122.66200300678973,47.58287161127581,2369.0,NA,NA,ondemand
food_35,0,35,5,3,3,3,2374.0,63240,25200,79200,720,-122.6845576,47.5671051,2374.0,NA,NA,ondemand
food_35,1,35,5,-3,0,3,2370.0,64146,25200,79200,540,-122.67616701330682,47.57208030304203,2370.0,NA,NA,ondemand
food_36,0,36,5,6,6,3,2396.0,68700,25200,79200,600,-122.655155,47.7493523,2396.0,NA,NA,ondemand
food_36,1,36,5,-6,0,3,2370.0,70561,25200,79200,240,-122.68040592636791,47.57209252735724,2370.0,NA,NA,ondemand
food_37,0,37,5,5,5,3,2443.0,66540,25200,79200,780,-122.7223209,47.6348042,2443.0,NA,NA,ondemand
food_37,1,37,5,-5,0,3,2370.0,68473,25200,79200,240,-122.67542354620267,47.57103101285093,2370.0,NA,NA,ondemand
food_38,0,38,5,6,6,3,2406.0,54960,25200,79200,660,-122.646488,47.735768,2406.0,NA,NA,ondemand
food_38,1,38,5,-6,0,3,2372.0,57199,25200,79200,240,-122.68774299234154,47.58399405562391,2372.0,NA,NA,ondemand
food_39,0,39,5,9,9,3,2359.0,40860,25200,79200,780,-122.6155233,47.5700955,2359.0,NA,NA,ondemand
food_39,1,39,5,-9,0,3,2373.0,42242,25200,79200,240,-122.68821641866253,47.59241173483317,2373.0,NA,NA,ondemand
food_40,0,40,5,5,5,3,2355.0,52740,25200,79200,300,-122.613855,47.58972,2355.0,NA,NA,ondemand
food_40,1,40,5,-5,0,3,2373.0,53555,25200,79200,240,-122.68831094596749,47.594009971797334,2373.0,NA,NA,ondemand
food_41,0,41,5,8,8,3,2366.0,73920,25200,79200,540,-122.6547233,47.571796,2366.0,NA,NA,ondemand
food_41,1,41,5,-8,0,3,2373.0,74801,25200,79200,300,-122.68914407977563,47.595661136567934,2373.0,NA,NA,ondemand
food_42,0,42,5,8,8,3,2428.0,64740,25200,79200,540,-122.7077865,47.6511777,2428.0,NA,NA,ondemand
food_42,1,42,5,-8,0,3,2375.0,65280,25200,79200,420,-122.70712804344491,47.57552348366179,2375.0,NA,NA,ondemand
food_43,0,43,5,7,7,3,2428.0,36900,25200,79200,420,-122.7077865,47.6511777,2428.0,NA,NA,ondemand
food_43,1,43,5,-7,0,3,2375.0,37320,25200,79200,180,-122.69017875853505,47.57102190511554,2375.0,NA,NA,ondemand
food_44,0,44,5,7,7,3,2385.0,55200,25200,79200,720,-122.6454423,47.5590819,2385.0,NA,NA,ondemand
food_44,1,44,5,-7,0,3,2375.0,56351,25200,79200,540,-122.7078400118832,47.5784427182414,2375.0,NA,NA,ondemand
food_45,0,45,5,4,4,3,2378.0,43200,25200,79200,480,-122.6681746,47.5589243,2378.0,NA,NA,ondemand
food_45,1,45,5,-4,0,3,2376.0,43985,25200,79200,240,-122.70794056878836,47.59501842416318,2376.0,NA,NA,ondemand
food_46,0,46,5,5,5,3,2382.0,48360,25200,79200,600,-122.6535759,47.5642751,2382.0,NA,NA,ondemand
food_46,1,46,5,-5,0,3,2377.0,49444,25200,79200,360,-122.72055297795868,47.581319087957525,2377.0,NA,NA,ondemand
food_47,0,47,5,2,2,3,2476.0,37320,25200,79200,420,-122.582744,47.53368,2476.0,NA,NA,ondemand
food_47,1,47,5,-2,0,3,2379.0,38810,25200,79200,420,-122.66779403435693,47.54397223674839,2379.0,NA,NA,ondemand
food_48,0,48,5,8,8,3,2355.0,68340,25200,79200,660,-122.6293237,47.5891844,2355.0,NA,NA,ondemand
food_48,1,48,5,-8,0,3,2380.0,69714,25200,79200,120,-122.65589029740461,47.550196336350204,2380.0,NA,NA,ondemand
food_49,0,49,5,4,4,3,2385.0,53100,25200,79200,900,-122.6454423,47.5590819,2385.0,NA,NA,ondemand
food_49,1,49,5,-4,0,3,2381.0,54145,25200,79200,540,-122.65343059022497,47.56924505403468,2381.0,NA,NA,ondemand
food_50,0,50,5,7,7,3,2385.0,65100,25200,79200,1020,-122.6454423,47.5590819,2385.0,NA,NA,ondemand
food_50,1,50,5,-7,0,3,2381.0,66265,25200,79200,180,-122.66410194795485,47.57016730425373,2381.0,NA,NA,ondemand
food_51,0,51,5,4,4,3,2359.0,59520,25200,79200,1020,-122.6136015,47.5704595,2359.0,NA,NA,ondemand
food_51,1,51,5,-4,0,3,2384.0,61022,25200,79200,300,-122.6450352782521,47.567148665108455,2384.0,NA,NA,ondemand
food_52,0,52,5,3,3,3,2408.0,70200,25200,79200,660,-122.6363666,47.7343521,2408.0,NA,NA,ondemand
food_52,1,52,5,-3,0,3,2386.0,71885,25200,79200,360,-122.60318521184975,47.93445691582896,2386.0,NA,NA,ondemand
food_53,0,53,5,4,4,3,2466.0,57000,25200,79200,480,-122.697287,47.529621,2466.0,NA,NA,ondemand
food_53,1,53,5,-4,0,3,2386.0,59037,25200,79200,540,-122.58320985622984,47.898870627343264,2386.0,NA,NA,ondemand
food_54,0,54,5,1,1,3,2466.0,44640,25200,79200,900,-122.7000277,47.5279158,2466.0,NA,NA,ondemand
food_54,1,54,5,-1,0,3,2386.0,47097,25200,79200,540,-122.54421890463173,47.877977787234784,2386.0,NA,NA,ondemand
food_55,0,55,5,7,7,3,2408.0,73860,25200,79200,780,-122.6359185,47.7343955,2408.0,NA,NA,ondemand
food_55,1,55,5,-7,0,3,2386.0,75665,25200,79200,360,-122.5517734362926,47.875032717524135,2386.0,NA,NA,ondemand
food_56,0,56,5,9,9,3,2408.0,66960,25200,79200,1140,-122.6359185,47.7343955,2408.0,NA,NA,ondemand
food_56,1,56,5,-9,0,3,2386.0,69125,25200,79200,480,-122.57145556087158,47.88080406682321,2386.0,NA,NA,ondemand
food_57,0,57,5,8,8,3,2402.0,57600,25200,79200,840,-122.6632463,47.7039455,2402.0,NA,NA,ondemand
food_57,1,57,5,-8,0,3,2387.0,59886,25200,79200,360,-122.5702162037666,47.84994760738818,2387.0,NA,NA,ondemand
food_58,0,58,5,6,6,3,2406.0,67500,25200,79200,480,-122.6394073,47.7393484,2406.0,NA,NA,ondemand
food_58,1,58,5,-6,0,3,2388.0,69571,25200,79200,180,-122.57676408676276,47.80601362008027,2388.0,NA,NA,ondemand
food_59,0,59,5,0,0,3,2466.0,43200,25200,79200,420,-122.69845,47.529532,2466.0,NA,NA,ondemand
food_59,1,59,5,0,0,3,2388.0,44655,25200,79200,180,-122.54450038273754,47.81580895900205,2388.0,NA,NA,ondemand
food_60,0,60,5,1,1,3,2466.0,65040,25200,79200,780,-122.694448,47.525311,2466.0,NA,NA,ondemand
food_60,1,60,5,-1,0,3,2388.0,66855,25200,79200,420,-122.5648560088669,47.79410081007217,2388.0,NA,NA,ondemand
food_61,0,61,5,2,2,3,1440.0,67800,25200,79200,840,-122.3467415,47.7526816,1440.0,NA,NA,ondemand
food_61,1,61,5,-2,0,3,2389.0,69915,25200,79200,180,-122.54147269532078,47.802700142357985,2389.0,NA,NA,ondemand
food_62,0,62,5,3,3,3,1438.0,41160,25200,79200,360,-122.3449169,47.7507134,1438.0,NA,NA,ondemand
food_62,1,62,5,-3,0,3,2389.0,42847,25200,79200,300,-122.49219120144377,47.81666193836266,2389.0,NA,NA,ondemand
food_63,0,63,5,1,1,3,1097.0,43800,25200,79200,360,-122.363084,47.668529,1097.0,NA,NA,ondemand
food_63,1,63,5,-1,0,3,2390.0,45780,25200,79200,480,-122.50277422391686,47.790610038456606,2390.0,NA,NA,ondemand
food_64,0,64,5,5,5,3,1097.0,67140,25200,79200,780,-122.363084,47.668529,1097.0,NA,NA,ondemand
food_64,1,64,5,-5,0,3,2390.0,69540,25200,79200,540,-122.52187233899437,47.78071563827628,2390.0,NA,NA,ondemand
food_65,0,65,5,7,7,3,1127.0,63840,25200,79200,420,-122.344264,47.654024,1127.0,NA,NA,ondemand
food_65,1,65,5,-7,0,3,2390.0,66042,25200,79200,540,-122.54031278315706,47.788817818569726,2390.0,NA,NA,ondemand
food_66,0,66,5,5,5,3,1104.0,53400,25200,79200,1020,-122.350373,47.659242,1104.0,NA,NA,ondemand
food_66,1,66,5,-5,0,3,2390.0,56135,25200,79200,120,-122.51598851735336,47.76841652610558,2390.0,NA,NA,ondemand
food_67,0,67,5,4,4,3,2407.0,54960,25200,79200,1080,-122.6386189,47.746703,2407.0,NA,NA,ondemand
food_67,1,67,5,-4,0,3,2391.0,57396,25200,79200,420,-122.53581060536341,47.833821966781535,2391.0,NA,NA,ondemand
food_68,0,68,5,3,3,3,2456.0,57000,25200,79200,360,-122.625894,47.61321,2456.0,NA,NA,ondemand
food_68,1,68,5,-3,0,3,2392.0,58997,25200,79200,120,-122.65619335768815,47.78959281917789,2392.0,NA,NA,ondemand
food_69,0,69,5,8,8,3,2405.0,58380,25200,79200,480,-122.6484025,47.7354196,2405.0,NA,NA,ondemand
food_69,1,69,5,-8,0,3,2394.0,59191,25200,79200,300,-122.69098442178519,47.77144126722219,2394.0,NA,NA,ondemand
food_70,0,70,5,6,6,3,2429.0,73620,25200,79200,300,-122.660443,47.702131,2429.0,NA,NA,ondemand
food_70,1,70,5,-6,0,3,2395.0,75365,25200,79200,300,-122.5894068701326,47.849626263645646,2395.0,NA,NA,ondemand
food_71,0,71,5,2,2,3,2406.0,41880,25200,79200,1020,-122.6454346,47.7337218,2406.0,NA,NA,ondemand
food_71,1,71,5,-2,0,3,2396.0,43402,25200,79200,480,-122.64631881967513,47.76603421042855,2396.0,NA,NA,ondemand
food_72,0,72,5,8,8,3,2429.0,37560,25200,79200,480,-122.660443,47.702131,2429.0,NA,NA,ondemand
food_72,1,72,5,-8,0,3,2396.0,39352,25200,79200,360,-122.63346922344878,47.787123431044044,2396.0,NA,NA,ondemand
food_73,0,73,5,3,3,3,2406.0,68220,25200,79200,480,-122.6394073,47.7393484,2406.0,NA,NA,ondemand
food_73,1,73,5,-3,0,3,2396.0,69202,25200,79200,300,-122.65013191312786,47.77026047073709,2396.0,NA,NA,ondemand
food_74,0,74,5,6,6,3,2427.0,69780,25200,79200,1080,-122.6989461,47.6447605,2427.0,NA,NA,ondemand
food_74,1,74,5,-6,0,3,2397.0,71910,25200,79200,420,-122.6083639171211,47.753550886635324,2397.0,NA,NA,ondemand
food_75,0,75,5,9,9,3,2402.0,58980,25200,79200,780,-122.6632463,47.7039455,2402.0,NA,NA,ondemand
food_75,1,75,5,-9,0,3,2398.0,59836,25200,79200,420,-122.69370417116747,47.70089010105207,2398.0,NA,NA,ondemand
food_76,0,76,5,4,4,3,2416.0,58140,25200,79200,780,-122.5206438,47.6244387,2416.0,NA,NA,ondemand
food_76,1,76,5,-4,0,3,2399.0,60448,25200,79200,420,-122.72210347978655,47.6891152369419,2399.0,NA,NA,ondemand
food_77,0,77,5,2,2,3,2416.0,66720,25200,79200,1140,-122.5216548,47.6280333,2416.0,NA,NA,ondemand
food_77,1,77,5,-2,0,3,2400.0,69486,25200,79200,540,-122.73138509599778,47.70294045304551,2400.0,NA,NA,ondemand
food_78,0,78,5,1,1,3,2376.0,51000,25200,79200,600,-122.7034607,47.5797305,2376.0,NA,NA,ondemand
food_78,1,78,5,-1,0,3,2402.0,52719,25200,79200,540,-122.67737603432009,47.75211874654589,2402.0,NA,NA,ondemand
food_79,0,79,5,5,5,3,2396.0,56700,25200,79200,540,-122.655308,47.747954,2396.0,NA,NA,ondemand
food_79,1,79,5,-5,0,3,2403.0,57893,25200,79200,480,-122.70285862090942,47.67345463817423,2403.0,NA,NA,ondemand
food_80,0,80,5,4,4,3,2512.0,73620,25200,79200,480,-122.5519695,47.7301236,2512.0,NA,NA,ondemand
food_80,1,80,5,-4,0,3,2405.0,74929,25200,79200,240,-122.64945481356642,47.75113287376484,2405.0,NA,NA,ondemand
food_81,0,81,5,8,8,3,2456.0,74520,25200,79200,420,-122.6282489,47.6076086,2456.0,NA,NA,ondemand
food_81,1,81,5,-8,0,3,2405.0,76332,25200,79200,540,-122.64338524791268,47.74944199290816,2405.0,NA,NA,ondemand
food_82,0,82,5,6,6,3,2512.0,43800,25200,79200,780,-122.5519695,47.7301236,2512.0,NA,NA,ondemand
food_82,1,82,5,-6,0,3,2405.0,45409,25200,79200,480,-122.65063418438547,47.74792136691619,2405.0,NA,NA,ondemand
food_83,0,83,5,4,4,3,2395.0,68940,25200,79200,420,-122.5842584,47.8554355,2395.0,NA,NA,ondemand
food_83,1,83,5,-4,0,3,2406.0,70372,25200,79200,180,-122.63282387518305,47.71686651104086,2406.0,NA,NA,ondemand
food_84,0,84,5,3,3,3,2370.0,68160,25200,79200,360,-122.667125,47.569037,2370.0,NA,NA,ondemand
food_84,1,84,5,-3,0,3,2406.0,70222,25200,79200,240,-122.64523467638509,47.72150993890855,2406.0,NA,NA,ondemand
food_85,0,85,5,8,8,3,2448.0,54000,25200,79200,1080,-122.6465749,47.6496053,2448.0,NA,NA,ondemand
food_85,1,85,5,-8,0,3,2407.0,56234,25200,79200,480,-122.62956993045157,47.7427123714849,2407.0,NA,NA,ondemand
food_86,0,86,5,3,3,3,2512.0,61320,25200,79200,840,-122.5527034,47.7306069,2512.0,NA,NA,ondemand
food_86,1,86,5,-3,0,3,2408.0,62974,25200,79200,180,-122.63193966164921,47.73410725253069,2408.0,NA,NA,ondemand
food_87,0,87,5,4,4,3,1138.0,67560,25200,79200,1020,-122.4003534,47.6542874,1138.0,NA,NA,ondemand
food_87,1,87,5,-4,0,3,2409.0,70348,25200,79200,360,-122.61932319594244,47.732046737529956,2409.0,NA,NA,ondemand
food_88,0,88,5,1,1,3,2362.0,72180,25200,79200,840,-122.626589,47.56905,2362.0,NA,NA,ondemand
food_88,1,88,5,-1,0,3,2411.0,73108,25200,79200,240,-122.54404212560303,47.70052424272732,2411.0,NA,NA,ondemand
food_89,0,89,5,9,9,3,1079.0,70140,25200,79200,300,-122.296642,47.665563,1079.0,NA,NA,ondemand
food_89,1,89,5,-9,0,3,2411.0,72232,25200,79200,240,-122.523960082186,47.70309011288936,2411.0,NA,NA,ondemand
food_90,0,90,5,0,0,3,993.0,70260,25200,79200,660,-122.3740468,47.6948088,993.0,NA,NA,ondemand
food_90,1,90,5,0,0,3,2412.0,71996,25200,79200,480,-122.5208687550428,47.6816064363966,2412.0,NA,NA,ondemand
food_91,0,91,5,7,7,3,1146.0,50460,25200,79200,720,-122.361902,47.651288,1146.0,NA,NA,ondemand
food_91,1,91,5,-7,0,3,2412.0,52302,25200,79200,300,-122.52776414699883,47.6792314292996,2412.0,NA,NA,ondemand
food_92,0,92,5,2,2,3,1127.0,37380,25200,79200,300,-122.342784,47.655524,1127.0,NA,NA,ondemand
food_92,1,92,5,-2,0,3,2412.0,38974,25200,79200,120,-122.51917106568044,47.70109920394023,2412.0,NA,NA,ondemand
food_93,0,93,5,2,2,3,1030.0,54000,25200,79200,780,-122.3635711,47.6848765,1030.0,NA,NA,ondemand
food_93,1,93,5,-2,0,3,2412.0,55887,25200,79200,420,-122.51435833152233,47.70190860388986,2412.0,NA,NA,ondemand
food_94,0,94,5,0,0,3,1121.0,37860,25200,79200,960,-122.3149314,47.6555355,1121.0,NA,NA,ondemand
food_94,1,94,5,0,0,3,2413.0,40448,25200,79200,180,-122.56122421029801,47.64410483092093,2413.0,NA,NA,ondemand
food_95,0,95,5,9,9,3,1121.0,71040,25200,79200,1140,-122.3149314,47.6555355,1121.0,NA,NA,ondemand
food_95,1,95,5,-9,0,3,2413.0,73808,25200,79200,180,-122.55248530022081,47.65846060547829,2413.0,NA,NA,ondemand
food_96,0,96,5,6,6,3,1104.0,62040,25200,79200,900,-122.3503083,47.6595429,1104.0,NA,NA,ondemand
food_96,1,96,5,-6,0,3,2415.0,64503,25200,79200,480,-122.5761543406838,47.65685154722114,2415.0,NA,NA,ondemand
food_97,0,97,5,6,6,3,2423.0,49380,25200,79200,420,-122.546778,47.604081,2423.0,NA,NA,ondemand
food_97,1,97,5,-6,0,3,2415.0,50406,25200,79200,480,-122.56342806550514,47.66648391645301,2415.0,NA,NA,ondemand
food_98,0,98,5,4,4,3,1104.0,54600,25200,79200,1080,-122.3503083,47.6595429,1104.0,NA,NA,ondemand
food_98,1,98,5,-4,0,3,2415.0,57243,25200,79200,360,-122.56360569128071,47.65710287842477,2415.0,NA,NA,ondemand
food_99,0,99,5,0,0,3,2423.0,71640,25200,79200,1020,-122.546778,47.604081,2423.0,NA,NA,ondemand
food_99,1,99,5,0,0,3,2415.0,73266,25200,79200,540,-122.59983449302932,47.65738641761272,2415.0,NA,NA,ondemand
food_100,0,100,5,1,1,3,2433.0,54600,25200,79200,420,-122.6774144,47.6551374,2433.0,NA,NA,ondemand
food_100,1,100,5,-1,0,3,2416.0,56140,25200,79200,420,-122.53061355986483,47.62692231173985,2416.0,NA,NA,ondemand
food_101,0,101,5,6,6,3,1125.0,71220,25200,79200,900,-122.3346019,47.6482148,1125.0,NA,NA,ondemand
food_101,1,101,5,-6,0,3,2416.0,73492,25200,79200,240,-122.53145002051191,47.623523466208745,2416.0,NA,NA,ondemand
food_102,0,102,5,2,2,3,2428.0,67740,25200,79200,900,-122.7077865,47.6511777,2428.0,NA,NA,ondemand
food_102,1,102,5,-2,0,3,2416.0,70002,25200,79200,240,-122.53447195361704,47.62501087735179,2416.0,NA,NA,ondemand
food_103,0,103,5,6,6,3,2416.0,72000,25200,79200,360,-122.5216548,47.6280333,2416.0,NA,NA,ondemand
food_103,1,103,5,-6,0,3,2416.0,72378,25200,79200,360,-122.52118648503338,47.62284844254676,2416.0,NA,NA,ondemand
food_104,0,104,5,2,2,3,939.0,67260,25200,79200,900,-122.312041,47.719969,939.0,NA,NA,ondemand
food_104,1,104,5,-2,0,3,2417.0,69870,25200,79200,360,-122.50540897423093,47.623453174584526,2417.0,NA,NA,ondemand
food_105,0,105,5,1,1,3,1158.0,65400,25200,79200,300,-122.326158,47.641862,1158.0,NA,NA,ondemand
food_105,1,105,5,-1,0,3,2417.0,65700,25200,79200,120,-122.4958766485805,47.62575461626121,2417.0,NA,NA,ondemand
food_106,0,106,5,6,6,3,1056.0,70200,25200,79200,1020,-122.354109,47.674212,1056.0,NA,NA,ondemand
food_106,1,106,5,-6,0,3,2417.0,72438,25200,79200,240,-122.51257318167647,47.62691754843834,2417.0,NA,NA,ondemand
food_107,0,107,5,7,7,3,1026.0,46200,25200,79200,660,-122.3550353,47.6800585,1026.0,NA,NA,ondemand
food_107,1,107,5,-7,0,3,2419.0,48064,25200,79200,180,-122.49894617515534,47.63584161360938,2419.0,NA,NA,ondemand
