carrier_id,firm_id,depot_zone,contract_firms,depot_lower,depot_upper,depot_time_before,depot_time_after,c_x,c_y,true_depot_zone,md_D,md_E,hdt_D,hdt_E,hdv_D,hdv_E,ev_type
B2C_8318386_2,B2C_8318386_2,396,Nan,530,1130,10,15,-122.36862856470502,47.62951240845689,1182.0,18.0,10,10,10,10,10,Battery Electric
B2C_2331482_1,B2C_2331482_1,3625,Nan,430,1030,10,20,-122.6188973314226,47.56860059379828,2362.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849092_2,B2C_6849092_2,1674,Nan,360,960,20,15,-122.12589224593826,47.677401341366966,2255.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327300_2,B2C_2327300_2,1016,Nan,760,1360,25,10,-122.26575376929286,47.44279051124539,1847.0,15.0,10,10,10,10,10,Battery Electric
B2C_2331486_1,B2C_2331486_1,2681,Nan,450,1050,25,0,-122.77874040791056,47.33838420170779,3178.0,14.0,10,10,10,10,10,Battery Electric
B2C_2331477_2,B2C_2331477_2,1056,Nan,520,1120,15,0,-122.25854696827383,47.377260522247845,1975.0,11.0,10,10,10,10,10,Battery Electric
B2C_8318386_3,B2C_8318386_3,396,Nan,380,980,10,25,-122.36862856470502,47.62951240845689,1182.0,129.0,10,10,10,10,10,Battery Electric
B2C_8318476_4,B2C_8318476_4,19,Nan,510,1110,15,10,-122.29107385481844,47.7321114429534,931.0,19.0,10,10,10,10,10,Battery Electric
B2C_2331461_1,B2C_2331461_1,884,Nan,340,940,20,20,-122.320963066316,47.50929180201658,1778.0,15.0,10,10,10,10,10,Battery Electric
B2C_6849565_2,B2C_6849565_2,823,Nan,750,1350,15,20,-122.28814389164565,47.52741299134812,1388.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327295_2,B2C_2327295_2,560,Nan,520,1120,25,20,-122.2854011331359,47.61552346714808,1219.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327297_1,B2C_2327297_1,946,Nan,750,1350,25,10,-122.33069566938264,47.47324014581692,1810.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327311_3,B2C_2327311_3,251,Nan,770,1370,10,5,-122.4065885629087,47.675484358589536,1045.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331503_1,B2C_2331503_1,2572,Nan,800,1380,15,0,-122.28391408093722,47.82381523114739,3625.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849098_2,B2C_6849098_2,1728,Nan,500,1100,25,15,-122.21862319214802,47.72291964108047,1530.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331479_2,B2C_2331479_2,1715,Nan,440,1040,10,20,-122.16467497914066,47.70491393723791,1549.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331443_2,B2C_2331443_2,207,Nan,890,1380,10,20,-122.28070155942858,47.669102636224224,1075.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327317_2,B2C_2327317_2,935,Nan,410,1010,5,25,-122.33795520913476,47.48272737956439,1813.0,15.0,10,10,10,10,10,Battery Electric
B2C_8318476_3,B2C_8318476_3,19,Nan,490,1090,10,25,-122.29107385481844,47.7321114429534,931.0,64.0,10,10,10,10,10,Battery Electric
B2C_2327370_1,B2C_2327370_1,2564,Nan,390,990,10,5,-122.1948201942092,47.803489288151205,3680.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327322_3,B2C_2327322_3,872,Nan,510,1110,15,15,-122.3148139756956,47.51814276088846,1779.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327328_3,B2C_2327328_3,404,Nan,470,1070,25,0,-122.33920333902849,47.63721509869755,1174.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331468_2,B2C_2331468_2,794,Nan,450,1050,0,10,-122.37409711078668,47.52341125089673,1379.0,11.0,10,10,10,10,10,Battery Electric
B2C_8318388_2,B2C_8318388_2,1929,Nan,570,1170,0,10,-122.0849059867751,47.6629084869519,2264.0,18.0,10,10,10,10,10,Battery Electric
B2C_2327364_1,B2C_2327364_1,2663,Nan,480,1080,5,5,-122.24783308088702,47.7848843249879,3662.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327320_1,B2C_2327320_1,1536,Nan,460,1060,15,15,-122.19164990289244,47.603011072046144,1630.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849100_1,B2C_6849100_1,3481,Nan,590,1190,20,15,-122.62647139354884,47.79854511776482,2396.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331500_1,B2C_2331500_1,2481,Nan,430,1030,20,15,-122.2444079359233,47.87961501164814,3515.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331449_2,B2C_2331449_2,1736,Nan,430,1030,20,0,-122.15881921041424,47.71413475367848,1491.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849090_3,B2C_6849090_3,404,Nan,450,1050,20,10,-122.34024945883137,47.637920907318886,1174.0,30.0,10,10,10,10,10,Battery Electric
B2C_2331471_2,B2C_2331471_2,1872,Nan,450,1050,10,25,-122.31518171767078,47.73852805506231,1455.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849104_4,B2C_6849104_4,2573,Nan,670,1270,20,20,-122.28719909646264,47.825347145919054,3625.0,12.0,10,10,10,10,10,Battery Electric
B2C_2331448_2,B2C_2331448_2,700,Nan,570,1170,25,15,-122.36191130568818,47.570501782896365,1300.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327319_3,B2C_2327319_3,1736,Nan,410,1010,20,15,-122.15977275597004,47.71255117455541,1491.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331476_1,B2C_2331476_1,437,Nan,420,1020,5,15,-122.34402293032412,47.62176215639969,1192.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327299_1,B2C_2327299_1,949,Nan,330,930,10,0,-122.29367386282372,47.47290043128482,1806.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327333_3,B2C_2327333_3,389,Nan,440,1040,15,25,-122.373734179045,47.63858926205001,1144.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327341_1,B2C_2327341_1,1878,Nan,460,1060,0,25,-122.34253066600446,47.73941169218612,1450.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327315_1,B2C_2327315_1,1725,Nan,400,1000,5,0,-122.23784688243995,47.723259165129946,1526.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331448_1,B2C_2331448_1,700,Nan,480,1080,20,0,-122.36191130568818,47.570501782896365,1300.0,15.0,10,10,10,10,10,Battery Electric
B2C_6849095_1,B2C_6849095_1,463,Nan,470,1070,0,0,-122.3460430105234,47.61693398470889,1194.0,12.0,10,10,10,10,10,Battery Electric
B2C_2331483_1,B2C_2331483_1,3481,Nan,430,1030,0,25,-122.62513645121234,47.75886349405641,2396.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849565_1,B2C_6849565_1,823,Nan,790,1380,0,20,-122.28814389164565,47.52741299134812,1388.0,12.0,10,10,10,10,10,Battery Electric
B2C_2327298_2,B2C_2327298_2,781,Nan,380,980,5,10,-122.35335149620524,47.53857545212804,1345.0,15.0,10,10,10,10,10,Battery Electric
B2C_2331481_1,B2C_2331481_1,3502,Nan,460,1060,0,25,-122.62413711314076,47.72417024491406,2409.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327302_3,B2C_2327302_3,1813,Nan,530,1130,10,5,-122.2638986159755,47.7648930365311,1468.0,11.0,10,10,10,10,10,Battery Electric
B2C_8318476_2,B2C_8318476_2,19,Nan,390,990,20,15,-122.29107385481844,47.7321114429534,931.0,14.0,10,10,10,10,10,Battery Electric
B2C_2331463_1,B2C_2331463_1,701,Nan,580,1180,25,20,-122.3609682190539,47.568376793785504,1298.0,15.0,10,10,10,10,10,Battery Electric
B2C_6849564_4,B2C_6849564_4,18,Nan,430,1030,15,5,-122.29626584938234,47.72379676846765,934.0,13.0,10,10,10,10,10,Battery Electric
B2C_6849088_2,B2C_6849088_2,1845,Nan,510,1110,20,10,-122.35899006381418,47.75565883965355,1442.0,11.0,10,10,10,10,10,Battery Electric
B2C_8318392_1,B2C_8318392_1,3475,Nan,500,1100,25,5,-122.65915871033192,47.80414047010566,2393.0,11.0,10,10,10,10,10,Battery Electric
B2C_8318401_3,B2C_8318401_3,2624,Nan,770,1370,15,15,-122.3284392312963,47.802762665152365,3606.0,39.0,10,10,10,10,10,Battery Electric
B2C_6849095_2,B2C_6849095_2,463,Nan,440,1040,25,15,-122.3460430105234,47.61693398470889,1194.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849087_3,B2C_6849087_3,1737,Nan,350,950,0,20,-122.16381608354894,47.725935452595934,1491.0,30.0,10,10,10,10,10,Battery Electric
B2C_2327347_1,B2C_2327347_1,1873,Nan,470,1070,5,5,-122.32479492964906,47.74176682477883,1448.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327313_3,B2C_2327313_3,1271,Nan,770,1370,15,20,-122.1748981311042,47.39852927959943,1939.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849089_1,B2C_6849089_1,802,Nan,530,1130,10,25,-122.34273076230576,47.52708723359917,1367.0,12.0,10,10,10,10,10,Battery Electric
B2C_2327347_3,B2C_2327347_3,1873,Nan,370,970,20,20,-122.32479492964906,47.74176682477883,1448.0,11.0,10,10,10,10,10,Battery Electric
B2C_8318382_3,B2C_8318382_3,1737,Nan,420,1020,5,20,-122.16288280078892,47.726726399500414,1491.0,125.0,10,10,10,10,10,Battery Electric
B2C_8318387_3,B2C_8318387_3,1012,Nan,410,1010,5,20,-122.284900298658,47.428778346077216,1871.0,128.0,10,10,10,10,10,Battery Electric
B2C_2327345_3,B2C_2327345_3,1734,Nan,560,1160,20,5,-122.17684005112652,47.71974160216226,1487.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327349_1,B2C_2327349_1,3578,Nan,500,1100,20,10,-122.62778679562348,47.59207588056182,2355.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327327_1,B2C_2327327_1,922,Nan,570,1170,25,20,-122.26922566138788,47.48664294965268,1803.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327302_2,B2C_2327302_2,1813,Nan,480,1080,5,20,-122.2638986159755,47.7648930365311,1468.0,15.0,10,10,10,10,10,Battery Electric
B2C_6849104_1,B2C_6849104_1,2573,Nan,850,1380,15,20,-122.28719909646264,47.825347145919054,3625.0,11.0,10,10,10,10,10,Battery Electric
B2C_8385134_1,B2C_8385134_1,937,Nan,500,1100,20,15,-122.3453283104507,47.48425349774679,1812.0,39.0,10,10,10,10,10,Battery Electric
B2C_8318396_1,B2C_8318396_1,2704,Nan,640,1240,5,10,-122.62052619855956,47.35616465229868,3164.0,14.0,10,10,10,10,10,Battery Electric
B2C_6849090_2,B2C_6849090_2,404,Nan,420,1020,0,25,-122.34024945883137,47.637920907318886,1174.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327304_3,B2C_2327304_3,979,Nan,420,1020,5,20,-122.28442787573196,47.45334908235288,1849.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331459_1,B2C_2331459_1,396,Nan,390,990,25,25,-122.3665060344986,47.6288229847731,1182.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327297_2,B2C_2327297_2,946,Nan,840,1380,20,25,-122.33069566938264,47.47324014581692,1810.0,15.0,10,10,10,10,10,Battery Electric
B2C_6849095_3,B2C_6849095_3,463,Nan,440,1040,20,25,-122.3460430105234,47.61693398470889,1194.0,30.0,10,10,10,10,10,Battery Electric
B2C_2327309_1,B2C_2327309_1,878,Nan,400,1000,10,5,-122.29023629164864,47.50058905948817,1802.0,11.0,10,10,10,10,10,Battery Electric
B2C_8318387_1,B2C_8318387_1,1012,Nan,320,920,0,5,-122.284900298658,47.428778346077216,1871.0,21.0,10,10,10,10,10,Battery Electric
B2C_2327310_1,B2C_2327310_1,1728,Nan,880,1380,5,25,-122.21703951596976,47.72425757632159,1530.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327302_1,B2C_2327302_1,1813,Nan,440,1040,25,15,-122.2638986159755,47.7648930365311,1468.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331478_2,B2C_2331478_2,1845,Nan,520,1120,0,20,-122.35772680891986,47.75369976720795,1442.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327317_1,B2C_2327317_1,935,Nan,420,1020,10,5,-122.33795520913476,47.48272737956439,1813.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327337_3,B2C_2327337_3,650,Nan,450,1050,10,25,-122.32182817535254,47.59028498369845,1266.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327314_2,B2C_2327314_2,313,Nan,410,1010,25,25,-122.33799684646075,47.66060631619519,1106.0,15.0,10,10,10,10,10,Battery Electric
B2C_6849099_3,B2C_6849099_3,1566,Nan,790,1380,10,15,-122.14030745396732,47.61559306291281,1595.0,30.0,10,10,10,10,10,Battery Electric
B2C_2327319_2,B2C_2327319_2,1736,Nan,550,1150,20,10,-122.15977275597004,47.71255117455541,1491.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327301_2,B2C_2327301_2,432,Nan,500,1100,25,0,-122.33788928871232,47.62250515310533,1197.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327343_1,B2C_2327343_1,757,Nan,370,970,0,25,-122.34117439291184,47.541377080538375,1345.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327304_1,B2C_2327304_1,979,Nan,480,1080,25,15,-122.28442787573196,47.45334908235288,1849.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849097_2,B2C_6849097_2,1011,Nan,490,1090,20,0,-122.28559557416123,47.44469293999623,1852.0,11.0,10,10,10,10,10,Battery Electric
B2C_8318396_2,B2C_8318396_2,2704,Nan,470,1070,5,25,-122.62052619855956,47.35616465229868,3164.0,13.0,10,10,10,10,10,Battery Electric
B2C_8318401_2,B2C_8318401_2,2624,Nan,490,1090,15,0,-122.3284392312963,47.802762665152365,3606.0,12.0,10,10,10,10,10,Battery Electric
B2C_2331475_1,B2C_2331475_1,460,Nan,900,1380,5,15,-122.34829694383605,47.6155546939511,1226.0,15.0,10,10,10,10,10,Battery Electric
B2C_2331465_2,B2C_2331465_2,1533,Nan,550,1150,5,25,-122.17531145687222,47.6051828146165,1617.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327300_3,B2C_2327300_3,1016,Nan,910,1380,25,5,-122.26575376929286,47.44279051124539,1847.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327342_3,B2C_2327342_3,1134,Nan,380,980,10,0,-122.31114702840894,47.29468105374397,2050.0,11.0,10,10,10,10,10,Battery Electric
B2C_8318396_4,B2C_8318396_4,2704,Nan,690,1290,20,15,-122.62052619855956,47.35616465229868,3164.0,16.0,10,10,10,10,10,Battery Electric
B2C_2331471_1,B2C_2331471_1,1872,Nan,420,1020,5,15,-122.31518171767078,47.73852805506231,1455.0,15.0,10,10,10,10,10,Battery Electric
B2C_8318385_3,B2C_8318385_3,1167,Nan,520,1120,0,5,-122.23150311195394,47.288425808829714,2080.0,125.0,10,10,10,10,10,Battery Electric
B2C_2331455_2,B2C_2331455_2,1428,Nan,430,1030,5,20,-122.13406531129712,47.53819994897529,1699.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327338_2,B2C_2327338_2,1125,Nan,320,920,0,20,-122.30763231236196,47.312657488085854,2049.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327306_3,B2C_2327306_3,1331,Nan,580,1180,15,25,-122.1271486909642,47.460328090883934,2174.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849088_3,B2C_6849088_3,1845,Nan,470,1070,5,0,-122.35899006381418,47.75565883965355,1442.0,30.0,10,10,10,10,10,Battery Electric
B2C_2327306_1,B2C_2327306_1,1331,Nan,880,1380,15,20,-122.1271486909642,47.460328090883934,2174.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331474_1,B2C_2331474_1,636,Nan,420,1020,10,10,-122.32050117187798,47.593970667115705,1266.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327331_3,B2C_2327331_3,1303,Nan,530,1130,25,5,-122.21364239509256,47.40683913249221,1904.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331463_2,B2C_2331463_2,701,Nan,450,1050,10,5,-122.3609682190539,47.568376793785504,1298.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327335_2,B2C_2327335_2,1612,Nan,450,1050,20,15,-122.14025183848774,47.6351257715181,1580.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327329_3,B2C_2327329_3,1510,Nan,680,1280,0,5,-122.1550552675345,47.590869964832834,1626.0,11.0,10,10,10,10,10,Battery Electric
B2C_6849089_2,B2C_6849089_2,802,Nan,330,930,20,15,-122.34273076230576,47.52708723359917,1367.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327338_1,B2C_2327338_1,1125,Nan,870,1380,5,15,-122.30763231236196,47.312657488085854,2049.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327320_3,B2C_2327320_3,1536,Nan,350,950,25,0,-122.19164990289244,47.603011072046144,1630.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331465_1,B2C_2331465_1,1533,Nan,400,1000,15,0,-122.17531145687222,47.6051828146165,1617.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327316_1,B2C_2327316_1,1271,Nan,360,960,0,5,-122.17370012044536,47.39655375471148,1939.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327342_2,B2C_2327342_2,1134,Nan,530,1130,0,20,-122.31114702840894,47.29468105374397,2050.0,15.0,10,10,10,10,10,Battery Electric
B2C_6849088_1,B2C_6849088_1,1845,Nan,430,1030,20,15,-122.35899006381418,47.75565883965355,1442.0,12.0,10,10,10,10,10,Battery Electric
B2C_2327314_3,B2C_2327314_3,313,Nan,590,1190,0,10,-122.33799684646075,47.66060631619519,1106.0,11.0,10,10,10,10,10,Battery Electric
B2C_2331475_2,B2C_2331475_2,460,Nan,400,1000,0,25,-122.34829694383605,47.6155546939511,1226.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327334_3,B2C_2327334_3,691,Nan,580,1180,20,25,-122.4059408058661,47.57851044598464,1283.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327329_1,B2C_2327329_1,1510,Nan,450,1050,0,0,-122.1550552675345,47.590869964832834,1626.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327355_1,B2C_2327355_1,2753,Nan,720,1320,20,15,-122.61975092251558,47.23888409770223,3161.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327324_1,B2C_2327324_1,1126,Nan,470,1070,20,15,-122.30386467852956,47.30372239038565,2050.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327317_3,B2C_2327317_3,935,Nan,500,1100,20,15,-122.33795520913476,47.48272737956439,1813.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327322_2,B2C_2327322_2,872,Nan,500,1100,20,10,-122.3148139756956,47.51814276088846,1779.0,15.0,10,10,10,10,10,Battery Electric
B2C_2331468_1,B2C_2331468_1,794,Nan,370,970,5,25,-122.37409711078668,47.52341125089673,1379.0,15.0,10,10,10,10,10,Battery Electric
B2C_2327308_1,B2C_2327308_1,444,Nan,790,1380,0,15,-122.36505798031082,47.62357512079287,1190.0,11.0,10,10,10,10,10,Battery Electric
B2C_8318393_4,B2C_8318393_4,3371,Nan,380,980,5,15,-122.35474618160406,47.15312020312847,3003.0,16.0,10,10,10,10,10,Battery Electric
B2C_2327339_1,B2C_2327339_1,1029,Nan,490,1090,0,0,-122.29481814558096,47.41617661430901,1874.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327336_2,B2C_2327336_2,808,Nan,400,1000,5,10,-122.31711980000344,47.53860850735797,1348.0,15.0,10,10,10,10,10,Battery Electric
B2C_8318387_2,B2C_8318387_2,1012,Nan,420,1020,15,15,-122.284900298658,47.428778346077216,1871.0,18.0,10,10,10,10,10,Battery Electric
B2C_8318394_4,B2C_8318394_4,3131,Nan,450,1050,25,0,-122.34116759746664,47.24483711832976,3281.0,16.0,10,10,10,10,10,Battery Electric
B2C_2327326_3,B2C_2327326_3,1347,Nan,420,1020,5,0,-122.20885754831816,47.45651506043937,1752.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327322_1,B2C_2327322_1,872,Nan,520,1120,25,0,-122.3148139756956,47.51814276088846,1779.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327326_1,B2C_2327326_1,1347,Nan,830,1380,5,10,-122.20885754831816,47.45651506043937,1752.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327301_1,B2C_2327301_1,432,Nan,760,1360,10,25,-122.33788928871232,47.62250515310533,1197.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327343_3,B2C_2327343_3,757,Nan,560,1160,5,25,-122.34117439291184,47.541377080538375,1345.0,11.0,10,10,10,10,10,Battery Electric
B2C_2327315_3,B2C_2327315_3,1725,Nan,320,920,10,10,-122.23784688243995,47.723259165129946,1526.0,11.0,10,10,10,10,10,Battery Electric
