carrier_id,firm_id,depot_zone,contract_firms,depot_lower,depot_upper,depot_time_before,depot_time_after,c_x,c_y,md_D,md_E,hdt_D,hdt_E,hdv_D,hdv_E,ev_type
B2C_2866759.0,B2C_2866759.0,6665,Nan,883,1380,5,5,-97.701390444717,30.5219582835896,15,10,10,10,10,10,Battery Electric
B2C_2861705.0,B2C_2861705.0,5935,Nan,688,1288,5,0,-97.6161636443625,30.4191512261021,36,10,10,10,10,10,Battery Electric
B2C_2875882.0,B2C_2875882.0,5800,Nan,737,1337,20,5,-97.7457242885959,30.3574695233397,15,11,10,10,10,10,Battery Electric
B2C_2866914.0,B2C_2866914.0,6121,Nan,595,1195,15,0,-97.7926157269087,30.2042077942159,15,10,10,10,10,10,Battery Electric
B2C_2860895.0,B2C_2860895.0,3124,Nan,644,1244,10,25,-97.8634662572205,29.908857160869,17,10,10,10,10,10,Battery Electric
B2C_2863672.0,B2C_2863672.0,5925,Nan,370,970,10,15,-97.6444819326972,30.4021419125351,13,10,10,10,10,10,Battery Electric
B2C_2857118.0,B2C_2857118.0,5982,Nan,745,1345,25,5,-97.6441979529428,30.4489472247441,14,10,10,10,10,10,Battery Electric
B2C_2863674.0,B2C_2863674.0,5659,Nan,758,1358,15,5,-97.7290953819638,30.2582993440842,13,10,10,10,10,10,Battery Electric
B2C_2866915.0,B2C_2866915.0,5990,Nan,744,1344,5,10,-97.7099258675891,30.4494349382675,15,10,10,10,10,10,Battery Electric
B2C_2875888.0,B2C_2875888.0,5747,Nan,458,1058,25,25,-97.7565495220226,30.3533833787274,16,10,10,10,10,10,Battery Electric
B2C_2857111.0,B2C_2857111.0,5716,Nan,321,921,15,20,-97.7668609911731,30.2960850405121,14,10,10,10,10,10,Battery Electric
B2C_2866757.0,B2C_2866757.0,6647,Nan,566,1166,25,0,-97.7111374858957,30.5196572468454,14,11,10,10,10,10,Battery Electric
B2C_2866293.0,B2C_2866293.0,5919,Nan,383,983,25,20,-97.6763394180518,30.353671567134,19,10,10,10,10,10,Battery Electric
B2C_2863689.0,B2C_2863689.0,6037,Nan,498,1098,20,15,-97.6915623233866,30.3127697096732,13,10,10,10,10,10,Battery Electric
B2C_2863676.0,B2C_2863676.0,5866,Nan,352,952,15,0,-97.7426413681579,30.4322587924745,13,10,10,10,10,10,Battery Electric
B2C_2861703.0,B2C_2861703.0,6050,Nan,338,938,15,0,-97.6801405053289,30.267594306559,34,12,10,10,10,10,Battery Electric
B2C_2857114.0,B2C_2857114.0,5881,Nan,623,1223,15,10,-97.696128491457,30.3287521145674,14,10,10,10,10,10,Battery Electric
B2C_2866706.0,B2C_2866706.0,5863,Nan,493,1093,10,10,-97.7472753199804,30.4395705202666,292,19,10,10,10,10,Battery Electric
B2C_2857112.0,B2C_2857112.0,5716,Nan,706,1306,5,5,-97.7602790368298,30.2980117916151,14,10,10,10,10,10,Battery Electric
B2C_2857109.0,B2C_2857109.0,5638,Nan,599,1199,20,20,-97.7441121671891,30.2937095737509,13,11,10,10,10,10,Battery Electric
B2C_2857122.0,B2C_2857122.0,5653,Nan,801,1380,0,20,-97.7310873287916,30.2669044519402,14,10,10,10,10,10,Battery Electric
B2C_2866910.0,B2C_2866910.0,5681,Nan,539,1139,25,5,-97.7639315337426,30.2369608405696,14,11,10,10,10,10,Battery Electric
B2C_2879893.0,B2C_2879893.0,5838,Nan,534,1134,20,20,-97.8473064047273,30.1567255209239,12,10,10,10,10,10,Battery Electric
B2C_2866913.0,B2C_2866913.0,6029,Nan,697,1297,10,25,-97.7794636455296,30.2443419343987,15,10,10,10,10,10,Battery Electric
B2C_2866908.0,B2C_2866908.0,5801,Nan,521,1121,10,25,-97.7525477975952,30.3550472687207,15,10,10,10,10,10,Battery Electric
B2C_2878180.0,B2C_2878180.0,5653,Nan,679,1279,20,10,-97.7335678673774,30.2678703458732,15,10,10,10,10,10,Battery Electric
B2C_2857121.0,B2C_2857121.0,6122,Nan,471,1071,10,20,-97.7825550440408,30.2064640338831,14,10,10,10,10,10,Battery Electric
B2C_2875887.0,B2C_2875887.0,5983,Nan,891,1380,10,5,-97.6507601438089,30.4530558603776,16,10,10,10,10,10,Battery Electric
B2C_2857128.0,B2C_2857128.0,5999,Nan,686,1286,15,0,-97.8060664031719,30.2553426208213,14,10,10,10,10,10,Battery Electric
B2C_2866909.0,B2C_2866909.0,5628,Nan,629,1229,10,20,-97.7338320522775,30.2932208910644,15,10,10,10,10,10,Battery Electric
B2C_2879891.0,B2C_2879891.0,5720,Nan,830,1380,10,10,-97.7707881781638,30.2967097520127,12,10,10,10,10,10,Battery Electric
B2C_2857116.0,B2C_2857116.0,6159,Nan,656,1256,0,20,-97.7657048682643,30.173885676293,14,10,10,10,10,10,Battery Electric
B2C_2875884.0,B2C_2875884.0,5735,Nan,417,1017,20,5,-97.7444750002902,30.3789490341473,15,11,10,10,10,10,Battery Electric
B2C_2861704.0,B2C_2861704.0,6118,Nan,612,1212,0,5,-97.8018754716169,30.1315553062248,35,11,10,10,10,10,Battery Electric
B2C_2857120.0,B2C_2857120.0,6038,Nan,303,903,20,10,-97.6847127645883,30.3025386876916,14,10,10,10,10,10,Battery Electric
B2C_2866295.0,B2C_2866295.0,5802,Nan,742,1342,20,25,-97.7435751429664,30.3949832401746,19,10,10,10,10,10,Battery Electric
B2C_2857134.0,B2C_2857134.0,6019,Nan,550,1150,20,25,-97.8131871895968,30.2884874609145,14,10,10,10,10,10,Battery Electric
B2C_2863686.0,B2C_2863686.0,5889,Nan,775,1375,10,5,-97.7298384608569,30.3589366512683,13,10,10,10,10,10,Battery Electric
B2C_2857115.0,B2C_2857115.0,6142,Nan,456,1056,10,15,-97.8101089864689,30.1850986055627,14,10,10,10,10,10,Battery Electric
B2C_2879889.0,B2C_2879889.0,5708,Nan,472,1072,5,20,-97.7285838451383,30.3324671476964,12,10,10,10,10,10,Battery Electric
B2C_2879882.0,B2C_2879882.0,6148,Nan,725,1325,0,5,-97.7329204846221,30.1430858324073,12,10,10,10,10,10,PHEV
B2C_2863688.0,B2C_2863688.0,6175,Nan,446,1046,0,5,-97.6561375388287,30.1978347120025,13,10,10,10,10,10,Battery Electric
B2C_2857853.0,B2C_2857853.0,196,Nan,890,1380,25,25,-97.3645346922619,29.9370117835584,14,10,10,10,10,10,Battery Electric
B2C_2879033.0,B2C_2879033.0,6659,Nan,820,1380,20,10,-97.7453649549721,30.4828469961721,13,10,10,10,10,10,Battery Electric
B2C_2856759.0,B2C_2856759.0,6581,Nan,549,1149,20,10,-97.8775390942495,30.5895574826329,14,10,10,10,10,10,Battery Electric
B2C_2863675.0,B2C_2863675.0,5966,Nan,690,1290,20,5,-97.6323032431802,30.4759897217375,13,10,10,10,10,10,Battery Electric
B2C_2876113.0,B2C_2876113.0,3170,Nan,740,1340,20,25,-97.8638163353277,30.1116830538329,15,11,10,10,10,10,Battery Electric
B2C_2857127.0,B2C_2857127.0,5815,Nan,440,1040,25,10,-97.8410962504393,30.3731333107452,14,10,10,10,10,10,Battery Electric
B2C_2866761.0,B2C_2866761.0,6589,Nan,383,983,5,0,-97.8287019974271,30.4672932848671,15,10,10,10,10,10,Battery Electric
B2C_2866916.0,B2C_2866916.0,5755,Nan,812,1380,20,5,-97.7488910838206,30.3931066186568,15,10,10,10,10,10,Battery Electric
B2C_2867339.0,B2C_2867339.0,3155,Nan,753,1353,0,10,-97.9664254650381,30.2022994733824,15,10,10,10,10,10,Battery Electric
B2C_2879890.0,B2C_2879890.0,5599,Nan,518,1118,20,0,-97.7684976987928,30.3375284728559,12,10,10,10,10,10,Battery Electric
B2C_2857653.0,B2C_2857653.0,3145,Nan,428,1028,25,15,-97.9097039204726,29.9366145946624,14,10,10,10,10,10,Battery Electric
B2C_2866758.0,B2C_2866758.0,6765,Nan,526,1126,10,15,-97.6498198366905,30.7890883966498,15,10,10,10,10,10,Battery Electric
B2C_2866756.0,B2C_2866756.0,6633,Nan,856,1380,10,25,-97.7626225503908,30.4490908570489,14,11,10,10,10,10,Battery Electric
B2C_2856758.0,B2C_2856758.0,6618,Nan,510,1110,20,15,-97.8058557688404,30.4564674202613,14,10,10,10,10,10,Battery Electric
B2C_2881020.0,B2C_2881020.0,3166,Nan,613,1213,25,0,-97.9892606079355,30.2166946340189,12,10,10,10,10,10,Battery Electric
B2C_2866906.0,B2C_2866906.0,5741,Nan,640,1240,0,15,-97.8081384824182,30.2177344529502,15,10,10,10,10,10,Battery Electric
B2C_2879883.0,B2C_2879883.0,5856,Nan,338,938,25,15,-97.7942887310454,30.4236808188739,12,10,10,10,10,10,Battery Electric
B2C_2857110.0,B2C_2857110.0,6021,Nan,380,980,15,25,-97.7920836171777,30.2790589205702,14,10,10,10,10,10,Battery Electric
B2C_2866921.0,B2C_2866921.0,6116,Nan,940,1380,0,0,-97.7688968730172,30.2054124572736,15,10,10,10,10,10,Battery Electric
B2C_2857117.0,B2C_2857117.0,5807,Nan,354,954,10,15,-97.7693651024007,30.3978117040515,14,10,10,10,10,10,Battery Electric
B2C_2866918.0,B2C_2866918.0,6142,Nan,369,969,10,15,-97.8096803897483,30.175058675952,15,10,10,10,10,10,Battery Electric
B2C_2866920.0,B2C_2866920.0,6014,Nan,453,1053,10,15,-97.8323398166783,30.2807179695925,15,10,10,10,10,10,Battery Electric
B2C_2881021.0,B2C_2881021.0,3173,Nan,557,1157,0,10,-97.8616617986503,30.0479134554905,11,11,10,10,10,10,Battery Electric
B2C_2857654.0,B2C_2857654.0,3130,Nan,785,1380,20,5,-97.9303903902635,29.8561859197847,14,10,10,10,10,10,Battery Electric
