,Name,Num_Trips_per_Tour,Prob,Cum_Prob
0,other,3,0.103,0.103
1,other,4,0.256,0.359
2,other,5,0.103,0.46199999999999997
3,other,6,0.231,0.693
4,other,7,0.077,0.7699999999999999
5,other,8,0.051,0.821
6,other,9,0.077,0.8979999999999999
7,other,10,0.051,0.949
8,other,16,0.026,0.975
9,other,20,0.026,1.001
