tour_id,veh_id,start_time,start_zone
0,25,0,3504
1,137,0,4374
2,148,0,2569
3,165,0,1091
4,189,0,3882
5,274,0,1983
6,296,0,1983
7,343,0,2029
8,387,0,4484
9,461,0,4669
10,701,0,3552
11,729,0,3600
12,815,0,1162
13,843,0,1270
14,898,0,1293
15,925,0,1276
16,981,0,2695
17,1021,0,2815
18,1031,0,2794
19,1064,0,2811
20,1107,0,2797
21,1207,0,2775
22,1224,0,2751
23,1237,0,2787
24,1314,0,2760
25,1333,0,2761
26,1355,0,2753
27,1366,0,2723
28,1402,0,2719
29,1430,0,2764
30,1437,0,2815
31,1473,0,2817
32,1506,0,3359
33,1541,0,3529
34,1603,0,3525
35,1617,0,3833
36,1741,0,3840
37,1764,0,3868
38,1861,0,3822
39,1892,0,3837
40,1939,0,4048
41,1974,0,4712
42,1994,0,4707
43,15933,0,2007
44,16050,0,2056
45,16207,0,4458
46,16312,0,1079
47,16362,0,3903
48,16876,0,3550
49,17281,0,2922
50,17433,0,4063
51,384792,0,4630
52,384807,0,909
53,384816,0,564
54,384842,0,3751
55,385044,0,2367
56,385057,0,2493
57,385088,0,2320
58,385115,0,3548
59,385139,0,2716
60,385171,0,2848
61,385182,0,3394
62,385202,0,3404
63,385224,0,3454
64,412394,0,2229
65,412409,0,1312
66,412421,0,2819
67,431963,0,4259
68,529494,0,888
69,529574,0,658
70,532128,0,600
71,532819,0,2448
72,532931,0,2837
73,533588,0,1413
74,534504,0,814
75,574104,0,4548
76,574518,0,581
77,574558,0,547
78,574639,0,169
79,574654,0,477
80,574678,0,564
81,574732,0,688
82,574969,0,584
83,576302,0,3216
84,576347,0,2963
85,576397,0,4099
86,576746,0,4416
87,577203,0,759
88,577218,0,687
89,577360,0,437
90,577596,0,3749
91,578303,0,2639
92,578522,0,2781
93,578569,0,2862
94,578594,0,2926
95,578706,0,3537
96,578786,0,4111
97,579139,0,4649
98,579161,0,4616
99,579477,0,279
100,579618,0,964
101,579730,0,1460
102,580500,0,2840
103,580671,0,3316
104,580715,0,3841
105,581171,0,990
106,581213,0,171
107,581628,0,2157
108,581645,0,2345
109,581712,0,3216
110,651770,0,3287
111,655192,0,2430
112,656182,0,2071
113,3714952,0,3375
114,3744670,0,1314
115,3744678,0,2709
116,3744729,0,3991
117,3800503,0,2117
118,3800517,0,2641
119,3800681,0,560
