payload_id,carrier_id,commodity,weight,job,pu_zone,del_zone,pu_stop_duration,del_stop_duration,pu_tw_lower,pu_tw_upper,del_tw_lower,del_tw_upper,sequence_id,tour_id,pu_arrival_time,del_arrival_time
30,1520,1,6145,delivery,0.0,310,0.0,10,0.0,0.0,300,1200,1,18,300.0,0.0
31,1523,1,5358,delivery,0.0,316,0.0,7,0.0,0.0,300,1200,1,19,300.0,0.0
32,1526,1,1,delivery,0.0,475,0.0,18,0.0,0.0,300,1200,1,20,300.0,0.0
33,1534,1,1164,delivery,0.0,319,0.0,13,0.0,0.0,300,1200,1,21,300.0,0.0
34,1535,1,5358,delivery,0.0,316,0.0,7,0.0,0.0,300,1200,1,22,300.0,0.0
35,1536,1,1015,delivery,0.0,3869,0.0,15,0.0,0.0,300,1200,1,23,300.0,0.0
36,1543,1,5358,delivery,0.0,316,0.0,12,0.0,0.0,300,1200,1,24,300.0,0.0
37,1545,1,427,delivery,0.0,652,0.0,10,0.0,0.0,300,1200,1,25,300.0,0.0
38,1547,1,5358,delivery,0.0,316,0.0,9,0.0,0.0,300,1200,1,26,300.0,0.0
39,1548,1,4738,delivery,0.0,367,0.0,7,0.0,0.0,300,1200,1,27,300.0,0.0
40,1551,1,6658,delivery,0.0,476,0.0,5,0.0,0.0,300,1200,1,28,300.0,0.0
41,1553,1,4738,delivery,0.0,367,0.0,16,0.0,0.0,300,1200,1,29,300.0,0.0
42,1554,1,5358,delivery,0.0,316,0.0,5,0.0,0.0,300,1200,1,30,300.0,0.0
43,1557,1,6658,delivery,0.0,476,0.0,8,0.0,0.0,300,1200,1,31,300.0,0.0
44,1559,1,4738,delivery,0.0,367,0.0,7,0.0,0.0,300,1200,1,32,300.0,0.0
45,1562,1,6145,delivery,0.0,310,0.0,6,0.0,0.0,300,1200,1,33,300.0,0.0
48,1567,1,13574,delivery,0.0,316,0.0,20,0.0,0.0,300,1200,1,34,300.0,0.0
49,1569,1,6658,delivery,0.0,476,0.0,5,0.0,0.0,300,1200,1,35,300.0,0.0
51,1579,1,1015,delivery,0.0,3869,0.0,7,0.0,0.0,300,1200,1,36,300.0,0.0
52,1582,1,13574,delivery,0.0,316,0.0,31,0.0,0.0,300,1200,1,37,300.0,0.0
57,1590,1,3930,delivery,0.0,3823,0.0,9,0.0,0.0,300,1200,1,38,300.0,0.0
58,1593,1,13574,delivery,0.0,316,0.0,12,0.0,0.0,300,1200,1,39,300.0,0.0
59,1597,1,5358,delivery,0.0,316,0.0,9,0.0,0.0,300,1200,1,40,300.0,0.0
60,1600,1,5358,delivery,0.0,316,0.0,14,0.0,0.0,300,1200,1,41,300.0,0.0
61,1602,1,13574,delivery,0.0,316,0.0,10,0.0,0.0,300,1200,1,42,300.0,0.0
88,28149,1,799,delivery,0.0,300,0.0,16,0.0,0.0,300,1200,1,43,300.0,0.0
91,29186,1,2418,delivery,0.0,3592,0.0,18,0.0,0.0,300,1200,1,44,300.0,0.0
98,29453,1,3621,delivery,0.0,379,0.0,14,0.0,0.0,300,1200,1,45,300.0,0.0
103,29462,1,1668,delivery,0.0,4300,0.0,16,0.0,0.0,300,1200,1,46,300.0,0.0
105,29466,1,1815,delivery,0.0,12,0.0,8,0.0,0.0,300,1200,1,47,300.0,0.0
201,30007,1,2024,delivery,0.0,310,0.0,8,0.0,0.0,300,1200,1,48,300.0,0.0
285,31738,1,8984,delivery,0.0,310,0.0,8,0.0,0.0,300,1200,1,49,300.0,0.0
308,31874,1,2165,delivery,0.0,310,0.0,7,0.0,0.0,300,1200,1,50,300.0,0.0
319,685619,1,4450,delivery,0.0,310,0.0,7,0.0,0.0,300,1200,1,51,300.0,0.0
320,685623,1,4450,delivery,0.0,310,0.0,11,0.0,0.0,300,1200,1,52,300.0,0.0
321,685624,1,4450,delivery,0.0,310,0.0,11,0.0,0.0,300,1200,1,53,300.0,0.0
322,685626,1,4450,delivery,0.0,310,0.0,5,0.0,0.0,300,1200,1,54,300.0,0.0
331,685643,1,4450,delivery,0.0,310,0.0,6,0.0,0.0,300,1200,1,55,300.0,0.0
332,685644,1,4450,delivery,0.0,310,0.0,14,0.0,0.0,300,1200,1,56,300.0,0.0
333,685646,1,4450,delivery,0.0,310,0.0,14,0.0,0.0,300,1200,1,57,300.0,0.0
334,685649,1,4450,delivery,0.0,310,0.0,20,0.0,0.0,300,1200,1,58,300.0,0.0
335,685651,1,4450,delivery,0.0,310,0.0,8,0.0,0.0,300,1200,1,59,300.0,0.0
336,685654,1,4450,delivery,0.0,310,0.0,19,0.0,0.0,300,1200,1,60,300.0,0.0
337,685655,1,4450,delivery,0.0,310,0.0,6,0.0,0.0,300,1200,1,61,300.0,0.0
338,685656,1,4450,delivery,0.0,310,0.0,7,0.0,0.0,300,1200,1,62,300.0,0.0
341,685658,1,4450,delivery,0.0,310,0.0,16,0.0,0.0,300,1200,1,63,300.0,0.0
363,721364,1,1261,delivery,0.0,316,0.0,14,0.0,0.0,300,1200,1,64,300.0,0.0
364,721365,1,1261,delivery,0.0,316,0.0,18,0.0,0.0,300,1200,1,65,300.0,0.0
365,721366,1,1261,delivery,0.0,316,0.0,11,0.0,0.0,300,1200,1,66,300.0,0.0
393,758740,3,2251,delivery,0.0,281,0.0,14,0.0,0.0,300,1200,1,67,300.0,0.0
399,930515,1,355,delivery,0.0,345,0.0,7,0.0,0.0,300,1200,1,68,300.0,0.0
400,930522,1,4851,delivery,0.0,597,0.0,5,0.0,0.0,300,1200,1,69,300.0,0.0
414,936474,1,4,delivery,0.0,300,0.0,16,0.0,0.0,300,1200,1,70,300.0,0.0
415,936530,1,14,delivery,0.0,370,0.0,10,0.0,0.0,300,1200,1,71,300.0,0.0
416,936539,1,1,delivery,0.0,3160,0.0,17,0.0,0.0,300,1200,1,72,300.0,0.0
418,939989,1,4,delivery,0.0,300,0.0,15,0.0,0.0,300,1200,1,73,300.0,0.0
420,942580,1,60,delivery,0.0,438,0.0,8,0.0,0.0,300,1200,1,74,300.0,0.0
429,1006618,1,1006,delivery,0.0,300,0.0,5,0.0,0.0,300,1200,1,75,300.0,0.0
449,1006708,1,1912,delivery,0.0,399,0.0,11,0.0,0.0,300,1200,1,76,300.0,0.0
452,1006712,1,1006,delivery,0.0,300,0.0,10,0.0,0.0,300,1200,1,77,300.0,0.0
457,1006718,1,5676,delivery,0.0,366,0.0,24,0.0,0.0,300,1200,1,78,300.0,0.0
458,1006719,1,1006,delivery,0.0,300,0.0,12,0.0,0.0,300,1200,1,79,300.0,0.0
461,1006721,1,29,delivery,0.0,2623,0.0,13,0.0,0.0,300,1200,1,80,300.0,0.0
462,1006726,1,2489,delivery,0.0,434,0.0,20,0.0,0.0,300,1200,1,81,300.0,0.0
472,1006748,1,7635,delivery,0.0,412,0.0,6,0.0,0.0,300,1200,1,82,300.0,0.0
514,1006860,1,11641,delivery,0.0,374,0.0,29,0.0,0.0,300,1200,1,83,300.0,0.0
518,1006863,1,1912,delivery,0.0,399,0.0,19,0.0,0.0,300,1200,1,84,300.0,0.0
523,1006867,1,1006,delivery,0.0,300,0.0,16,0.0,0.0,300,1200,1,85,300.0,0.0
534,1011835,1,5676,delivery,0.0,366,0.0,9,0.0,0.0,300,1200,1,86,300.0,0.0
548,1011924,1,7635,delivery,0.0,412,0.0,8,0.0,0.0,300,1200,1,87,300.0,0.0
549,1011925,1,5542,delivery,0.0,374,0.0,16,0.0,0.0,300,1200,1,88,300.0,0.0
552,1011937,1,13712,delivery,0.0,430,0.0,70,0.0,0.0,300,1200,1,89,300.0,0.0
557,1011955,1,9939,delivery,0.0,412,0.0,18,0.0,0.0,300,1200,1,90,300.0,0.0
582,1012014,1,1006,delivery,0.0,300,0.0,10,0.0,0.0,300,1200,1,91,300.0,0.0
591,1012031,1,5676,delivery,0.0,366,0.0,7,0.0,0.0,300,1200,1,92,300.0,0.0
594,1012036,1,1912,delivery,0.0,399,0.0,9,0.0,0.0,300,1200,1,93,300.0,0.0
595,1012038,1,1006,delivery,0.0,300,0.0,11,0.0,0.0,300,1200,1,94,300.0,0.0
603,1012046,1,5542,delivery,0.0,374,0.0,9,0.0,0.0,300,1200,1,95,300.0,0.0
607,1012053,1,5676,delivery,0.0,366,0.0,9,0.0,0.0,300,1200,1,96,300.0,0.0
628,1016636,1,4434,delivery,0.0,300,0.0,9,0.0,0.0,300,1200,1,97,300.0,0.0
629,1016638,1,1912,delivery,0.0,399,0.0,16,0.0,0.0,300,1200,1,98,300.0,0.0
642,1016695,1,11641,delivery,0.0,374,0.0,5,0.0,0.0,300,1200,1,99,300.0,0.0
649,1016706,1,21,delivery,0.0,2866,0.0,11,0.0,0.0,300,1200,1,100,300.0,0.0
655,1016716,1,9939,delivery,0.0,412,0.0,15,0.0,0.0,300,1200,1,101,300.0,0.0
679,1016784,1,7635,delivery,0.0,412,0.0,12,0.0,0.0,300,1200,1,102,300.0,0.0
684,1016798,1,13712,delivery,0.0,430,0.0,10,0.0,0.0,300,1200,1,103,300.0,0.0
688,1016801,1,1006,delivery,0.0,300,0.0,19,0.0,0.0,300,1200,1,104,300.0,0.0
703,1021358,1,1006,delivery,0.0,300,0.0,15,0.0,0.0,300,1200,1,105,300.0,0.0
704,1021361,1,36,delivery,0.0,888,0.0,11,0.0,0.0,300,1200,1,106,300.0,0.0
717,1021393,1,81,delivery,0.0,3575,0.0,20,0.0,0.0,300,1200,1,107,300.0,0.0
718,1021395,1,265,delivery,0.0,286,0.0,17,0.0,0.0,300,1200,1,108,300.0,0.0
719,1021401,1,1006,delivery,0.0,300,0.0,6,0.0,0.0,300,1200,1,109,300.0,0.0
733,1160991,1,7487,delivery,0.0,310,0.0,11,0.0,0.0,300,1200,1,110,300.0,0.0
739,1165176,2,1954,delivery,0.0,277,0.0,20,0.0,0.0,300,1200,1,111,300.0,0.0
740,1172503,4,0,delivery,0.0,1326,0.0,7,0.0,0.0,300,1200,1,112,300.0,0.0
1159,6384319,1,12145,delivery,0.0,310,0.0,19,0.0,0.0,300,1200,1,113,300.0,0.0
1181,6435242,1,2493,delivery,0.0,399,0.0,8,0.0,0.0,300,1200,1,114,300.0,0.0
1182,6435243,1,2493,delivery,0.0,399,0.0,12,0.0,0.0,300,1200,1,115,300.0,0.0
1193,6435248,1,2493,delivery,0.0,399,0.0,11,0.0,0.0,300,1200,1,116,300.0,0.0
1609,6538865,1,2034,delivery,0.0,310,0.0,6,0.0,0.0,300,1200,1,117,300.0,0.0
1610,6538866,1,2034,delivery,0.0,310,0.0,5,0.0,0.0,300,1200,1,118,300.0,0.0
1614,6539593,2,2930,delivery,0.0,277,0.0,8,0.0,0.0,300,1200,1,119,300.0,0.0
