carrier_id,firm_id,depot_zone,contract_firms,num_veh_type_1,num_veh_type_2,num_veh_type_3,num_veh_type_4,num_veh_type_5,num_veh_type_6,num_veh_type_7,num_veh_type_8,num_veh_type_9,depot_lower,depot_upper,depot_time_before,depot_time_after
685623,685623,909,[685623],7,5,,,,,,,,730,57600,25,15
685624,685624,564,[685624],6,15,,,,,,,,480,57600,0,0
688382,688382,413,[688382],2,5,,,,,,,,690,57600,5,5
688779,688779,924,[688779],2,7,,,,,,,,520,57600,0,5
688995,688995,283,[688995],6,8,,,,,,,,740,57600,5,5
689298,689298,462,[689298],5,7,,,,,,,,810,57600,20,0
689299,689299,899,[689299],1,11,,,,,,,,810,57600,25,15
690819,690819,889,[690819],3,12,,,,,,,,360,57600,0,10
691609,691609,727,[691609],2,10,,,,,,,,310,57600,10,20
692710,692710,306,[692710],5,10,,,,,,,,570,57600,15,0
692718,692718,991,[692718],6,8,,,,,,,,640,57600,25,5
692728,692728,349,[692728],5,8,,,,,,,,810,57600,15,10
692729,692729,273,[692729],5,4,,,,,,,,670,57600,0,25
697588,697588,335,[697588],1,10,,,,,,,,690,57600,0,10
697593,697593,941,[697593],7,5,,,,,,,,380,57600,25,10
699330,699330,63,[699330],3,11,,,,,,,,680,57600,20,20
700099,700099,651,[700099],3,7,,,,,,,,470,57600,20,25
700400,700400,190,[700400],3,3,,,,,,,,790,57600,20,0
700491,700491,811,[700491],6,7,,,,,,,,290,57600,0,25
701319,701319,295,[701319],3,7,,,,,,,,940,57600,15,25
702996,702996,922,[702996],7,10,,,,,,,,480,57600,25,25
702997,702997,137,[702997],5,5,,,,,,,,700,57600,25,10
703011,703011,906,[703011],4,10,,,,,,,,930,57600,15,5
703013,703013,828,[703013],4,12,,,,,,,,460,57600,0,20
705034,705034,462,[705034],5,8,,,,,,,,710,57600,0,25
721772,721772,971,[721772],1,9,,,,,,,,870,57600,15,25
725626,725626,93,[725626],2,7,,,,,,,,510,57600,25,15
725627,725627,289,[725627],5,7,,,,,,,,930,57600,10,0
729887,729887,607,[729887],3,15,,,,,,,,550,57600,10,10
730012,730012,486,[730012],3,9,,,,,,,,790,57600,15,15
730725,730725,722,[730725],9,11,,,,,,,,670,57600,20,5
755401,755401,137,[755401],1,14,,,,,,,,460,57600,0,25
756497,756497,349,[756497],2,6,,,,,,,,810,57600,20,10
756498,756498,813,[756498],3,2,,,,,,,,850,57600,25,15
759029,759029,930,[759029],6,8,,,,,,,,560,57600,15,20
761297,761297,78,[761297],0,8,,,,,,,,880,57600,5,10
765727,765727,241,[765727],6,11,,,,,,,,660,57600,5,25
766094,766094,990,[766094],5,9,,,,,,,,680,57600,5,15
766777,766777,176,[766777],3,9,,,,,,,,780,57600,25,5
770703,770703,669,[770703],3,7,,,,,,,,470,57600,25,0
778890,778890,80,[778890],7,9,,,,,,,,910,57600,10,15
886998,886998,653,[886998],5,6,,,,,,,,790,57600,20,15
887001,887001,231,[887001],5,6,,,,,,,,880,57600,10,15
887626,887626,765,[887626],6,5,,,,,,,,930,57600,20,15
930515,930515,888,[930515],2,10,,,,,,,,920,57600,20,0
930516,930516,1013,[930516],7,7,,,,,,,,780,57600,15,20
930518,930518,185,[930518],5,11,,,,,,,,800,57600,0,20
930522,930522,658,[930522],2,7,,,,,,,,700,57600,15,0
930535,930535,340,[930535],2,9,,,,,,,,650,57600,0,0
930542,930542,803,[930542],3,9,,,,,,,,770,57600,0,15
936453,936453,241,[936453],4,6,,,,,,,,650,57600,25,10
936460,936460,829,[936460],3,7,,,,,,,,700,57600,25,0
936474,936474,600,[936474],4,7,,,,,,,,450,57600,5,20
936480,936480,659,[936480],2,8,,,,,,,,550,57600,20,25
942580,942580,814,[942580],5,6,,,,,,,,280,57600,20,0
945282,945282,70,[945282],2,5,,,,,,,,640,57600,10,5
946478,946478,977,[946478],8,7,,,,,,,,860,57600,25,5
946479,946479,755,[946479],1,7,,,,,,,,630,57600,0,15
946481,946481,605,[946481],4,8,,,,,,,,710,57600,15,0
946486,946486,792,[946486],3,6,,,,,,,,580,57600,25,20
946501,946501,853,[946501],4,3,,,,,,,,700,57600,10,5
946503,946503,593,[946503],3,10,,,,,,,,790,57600,20,0
946504,946504,249,[946504],6,8,,,,,,,,790,57600,10,25
952301,952301,646,[952301],3,4,,,,,,,,760,57600,10,0
952305,952305,58,[952305],3,9,,,,,,,,650,57600,0,15
952307,952307,630,[952307],6,10,,,,,,,,610,57600,0,5
952311,952311,690,[952311],3,5,,,,,,,,960,57600,5,10
952316,952316,849,[952316],5,8,,,,,,,,690,57600,25,5
952318,952318,515,[952318],3,6,,,,,,,,650,57600,25,25
952322,952322,53,[952322],1,5,,,,,,,,930,57600,0,20
952325,952325,106,[952325],4,13,,,,,,,,500,57600,10,5
952336,952336,818,[952336],4,11,,,,,,,,420,57600,25,5
952339,952339,1032,[952339],7,11,,,,,,,,840,57600,15,0
952341,952341,62,[952341],5,9,,,,,,,,930,57600,5,0
952342,952342,783,[952342],1,10,,,,,,,,860,57600,5,10
952346,952346,757,[952346],4,7,,,,,,,,850,57600,0,10
952348,952348,606,[952348],6,7,,,,,,,,810,57600,10,25
952354,952354,897,[952354],5,9,,,,,,,,920,57600,0,15
952362,952362,994,[952362],3,11,,,,,,,,500,57600,5,20
952365,952365,191,[952365],5,10,,,,,,,,370,57600,20,5
952370,952370,826,[952370],5,7,,,,,,,,560,57600,10,10
952374,952374,954,[952374],4,3,,,,,,,,600,57600,0,5
952378,952378,799,[952378],3,8,,,,,,,,690,57600,15,0
952384,952384,88,[952384],2,8,,,,,,,,550,57600,0,0
952387,952387,803,[952387],6,6,,,,,,,,740,57600,15,20
952398,952398,791,[952398],1,11,,,,,,,,570,57600,15,15
952400,952400,526,[952400],4,10,,,,,,,,610,57600,0,25
952404,952404,484,[952404],2,8,,,,,,,,660,57600,5,10
952420,952420,742,[952420],3,12,,,,,,,,520,57600,10,25
952423,952423,722,[952423],4,7,,,,,,,,660,57600,25,25
959813,959813,153,[959813],2,11,,,,,,,,610,57600,20,25
959822,959822,4,[959822],3,7,,,,,,,,460,57600,10,25
959823,959823,173,[959823],3,11,,,,,,,,670,57600,25,20
959826,959826,900,[959826],4,11,,,,,,,,710,57600,15,0
959836,959836,731,[959836],3,8,,,,,,,,600,57600,5,10
963903,963903,940,[963903],5,5,,,,,,,,740,57600,15,20
963917,963917,734,[963917],4,8,,,,,,,,950,57600,25,15
963920,963920,70,[963920],6,9,,,,,,,,460,57600,0,20
963926,963926,245,[963926],1,10,,,,,,,,890,57600,0,25
971452,971452,548,[971452],2,4,,,,,,,,480,57600,25,10
974149,974149,583,[974149],3,6,,,,,,,,830,57600,0,25
974150,974150,295,[974150],3,8,,,,,,,,520,57600,20,15
974156,974156,384,[974156],3,9,,,,,,,,810,57600,10,0
974158,974158,144,[974158],1,5,,,,,,,,830,57600,5,25
974160,974160,41,[974160],6,7,,,,,,,,790,57600,15,25
974165,974165,497,[974165],3,7,,,,,,,,790,57600,10,5
974167,974167,1039,[974167],1,10,,,,,,,,640,57600,25,0
974175,974175,904,[974175],7,9,,,,,,,,570,57600,5,5
974181,974181,871,[974181],2,8,,,,,,,,600,57600,10,10
974182,974182,183,[974182],2,8,,,,,,,,690,57600,5,5
974192,974192,922,[974192],5,7,,,,,,,,830,57600,15,10
974195,974195,967,[974195],3,3,,,,,,,,670,57600,0,15
974197,974197,151,[974197],6,11,,,,,,,,780,57600,0,0
1006703,1006703,879,[1006703],3,7,,,,,,,,360,57600,0,20
1006704,1006704,354,[1006704],3,4,,,,,,,,680,57600,20,0
1006708,1006708,581,[1006708],3,13,,,,,,,,610,57600,15,25
1006711,1006711,968,[1006711],3,6,,,,,,,,920,57600,15,5
1006712,1006712,547,[1006712],3,9,,,,,,,,660,57600,10,10
1006713,1006713,354,[1006713],4,12,,,,,,,,640,57600,0,25
1006717,1006717,196,[1006717],6,11,,,,,,,,770,57600,20,0
1006718,1006718,169,[1006718],2,10,,,,,,,,700,57600,0,25
